Symbol,Name
IWG,Iwg Plc
IWMO,Ishares IV Plc
IWQU,Ishares IV Plc
IWRD,Ishares Plc
IWSZ,Ishares IV Plc
IWVG,Ishares IV Plc
IWVL,Ishares IV Plc
IWVU,Ishares IV Plc
IX,
IXI,Ixico Plc
J13E,Jpmorgan ETFS [Ireland] Icav
J13U,Jpmorgan ETFS [Ireland] Icav
J15R,Jpmorgan ETFS (Ireland) Icav
JADE,
JAM,Jpmorgan American Investment Trust Plc
JAN,Jangada Mines Plc
JAPAN,FTSE All-World Index Japan
JARA,Jpmorgan Global Core Real Assets Limited
JAY,Bluejay Mining Plc
JCGI,JCGI
JCH,Jpmorgan Claverhouse Investment Trust Pl
JD,JD Sports Fashion
JDG,Judges Scientific Plc
JDIV,JP Morgan US Dividend Index
JDW,Wetherspoon [ J.D.] Plc
JEGI,
JEL,Jersey Electricity Plc
JEMI,Jpmorgan Global Emerging Markets Income
JERE,Jpmorgan ETFS (Ireland) Icav
JEST,Jpmorgan ETFS [Ireland] Icav
JET2,
JFJ,Jpmorgan Japanese Investment Trust Plc
JGC,Jupiter Green Investment Trust Plc
JGRE,Jpmorgan ETFS (Ireland) Icav
JGSA,Jpmorgan ETFS (Ireland) Icav
JGST,Jpmorgan ETFS [Ireland] Icav
JHD,James Halstead Plc
JHEF,Fundlogic Alternatives Plc
JII,Jpmorgan Indian Investment Trust Plc
JIM,Jarvis Securities Plc
JLEN,John Laing Environmental
JLH,John Lewis of Hungerford Plc
JLP,Jubilee Platinum Plc
JMAB,Jpmorgan ETFS (Ireland) Icav
JMAT,Johnson Matthey Plc
JMBA,Jpmorgan ETFS (Ireland) Icav
JMBE,Jpmorgan ETFS (Ireland) Icav
JMBP,Jpmorgan ETFS (Ireland) Icav
JMF,Jpmorgan Mid Capital Investment Trust Pl
JMG,Jpmorgan Emerging Markets Investment Tru
JMI,Jpmorgan Smaller Companies Investment TR
JMIN,JP Morgan US Minimum Volatility Index
JMOM,JP Morgan US Momentum Factor Index
JMRE,Jpmorgan ETFS (Ireland) Icav
JNEO,Journeo Plc
JNKE,SSGA SPDR ETFS Europe I Plc
JNKS,SSGA SPDR ETFS Europe I
JOG,Jersey Oil and Gas Plc
JOUL,Joules Group Plc
JP2E,Leverage Shares Public Limited Company
JPAS,Jpmorgan ETFS (Ireland) Icav
JPBM,Jpmorgan ETFS [Ireland] Icav
JPE,Jpmorgan Elect Plc
JPEA,Ishares II Plc
JPEC,Jpmorgan Elect Plc
JPEE,Ishares II Plc
JPEH,SSGA SPDR ETFS Europe I Plc
JPEI,Jpmorgan Elect Plc
JPEL,J.P. Morgan Private Equity Ld
JPGERA,JP Morgan Diversified Factor Global Deve
JPGERAN,JP Morgan Diversified Factor Global Deve
JPGL,Jpmorgan ETFS (Ireland) Icav
JPHU,Amundi ETF
JPJP,SSGA SPDR ETFS Europe I Plc
JPLG,Jpmorgan ETFS (Ireland) Icav
JPM2,Leverage Shares Public Limited Company
JPMB,Jpmorgan ETFS [Ireland] Icav
JPNL,Lyxor International Asse
JPNU,Lyxor International Asse
JPNY,Amundi ETF
JPSA,Jpmorgan ETFS (Ireland) Icav
JPSR,UBS ETF
JPST,Jpmorgan ETFS [Ireland] Icav
JPSU,Jpmorgan ETFS (Ireland) Icav
JPTS,Jpmorgan ETFS [Ireland] Icav
JPUS,Jpmorgan ETFS (Ireland) Icav
JPX4,Multi Units France
JPXG,Multi Units France
JPXU,Multi Units France
JPXX,Multi Units France
JQUA,JP Morgan US Quality Factor Index
JRBE,Jpmorgan ETFS (Ireland) Icav
JRBU,Jpmorgan ETFS (Ireland) Icav
JREB,Jpmorgan ETFS (Ireland) Icav
JREE,Jpmorgan ETFS (Ireland) Icav
JREG,Jpmorgan ETFS (Ireland) Icav
JREM,Jpmorgan ETFS (Ireland) Icav
JREU,Jpmorgan ETFS (Ireland) Icav
JRS,Jpmorgan Russian Securities Plc
JRUB,Jpmorgan ETFS (Ireland) Icav
JSE,Jadestone Energy Inc
JSET,Jpmorgan ETFS [Ireland] Icav
JSG,Johnson Service Group Plc
JTC,Jtc Plc
JULCD,Just US Large Cap Diversified Index
JUP,Jupiter Fund Management Plc
JURE,Jpmorgan ETFS (Ireland) Icav
JUSC,Jpmorgan US Smaller Co. Inv Tst Plc
JUST,Just Group Plc
JVAL,JP Morgan US Value Factor Index
JWNG,Jaywing Plc
JZCP,Jz Capital Partners Limited
JZCZ,Jz Capital Partners Limited
K3C,K3 Capital Group Plc
KAP,Joint Stock Company National Atomic Comp
KAPE,Kape Technologies Plc
KAT,Katoro Gold Plc
KAV,Kavango Resources Plc
KAY,Kings Arms Yard Vct Plc
KBT,K3 Business Technology Group Plc
KCR,K&C REIT Plc
KCT,Kin and Carta Plc
KDNC,Cadence Minerals Plc
KDR,Karelian Diamond Resources Plc
KEFI,Kefi Minerals Plc
KEN,KENETICS GROUP LTD ORD GBP0.01
KETL,Strix Group Plc
KEYS,Keystone Law Group Plc
KGF,Kingfisher Plc
KGH,Knights Group Holdings Plc
KGP,Kingspan Group Plc
KIBO,Kibo Mining Plc
KIE,Kier Group Plc
KIST,
KITW,
KLR,Keller Group Plc
KLWD,Wisdomtree Issuer Plc
KMK,Kromek Group Plc
KMR,Kenmare Resources Plc
KNB,
KNM,Konami Corporation
KNOS,Kainos Group Plc
KOD,Kodal Minerals Plc
KOO,
KOS,Kosmos Energy Ltd
KP2,Kore Potash Plc
KPC,
KRM,Krm22 Plc
KRPZ,Kropz Plc
KRS,Keras Resources Plc
KRW,Lyxor International Asse
KRWL,Lyxor International Asse
KSPI,
KWEB,Kraneshares Icav
KWG,Kingswood Holdings Limited
KWS,Keywords Studios Plc
KYGA,Kerry Group Plc
KZG,Kazera Global Plc
L100,Multi Units France
L6EW,Ossiam Lux
LABS,
LAD2,Ladbrokes Group Finance
LAGR,ETFS Commodity Securities Limited
LALU,ETFS Commodity Securities Limited
LAM,Lamprell Plc
LAND,Land Securities Group Plc
LAS,London & Associated Properties Plc
LAUU,Multi Units Luxembourg
LBE,Longboat Energy Plc
LBG,
LBOW,Icg-Longbow Senior Secur
LBRT,ETFS Commodity Securities Limited
LBUL,ETFS Commodity Securities Limited
LC12,Sga Societe Generale Acc
LCAL,Multi Units Luxembourg
LCAS,Multi Units Luxembourg
LCCN,Multi Units Luxembourg
LCFE,ETFS Commodity Securities Limited
LCJD,Multi Units Luxembourg
LCJG,Multi Units Luxembourg
LCJP,Multi Units Luxembourg
LCOC,ETFS Commodity Securities Limited
LCOP,ETFS Commodity Securities Limited
LCOR,ETFS Commodity Securities Limited
LCPE,Ossiam Lux
LCRP,SSGA SPDR ETFS Europe I Plc
LCUD,Multi Units Luxembourg
LCUK,Multi Units Luxembourg
LCUS,Multi Units Luxembourg
LCWD,Multi Units Luxembourg
LCWL,Multi Units Luxembourg
LDCU,Pimco Fixed Income Sourc
LDG,legacy distribution group inc com stk
LDSG,Leeds Group Plc
LEED,ETFS Commodity Securities Limited
LEGR,First Trust Global Funds Public Limited
LEMB,Multi Units France
LEMD,Lyxor International Asse
LEML,Lyxor International Asse
LEMV,Ossiam Lux
LEND,
LESG,Multi Units Luxembourg
LESU,Multi Units Luxembourg
LESW,Multi Units Luxembourg
LEU3,ETFS Foreign Exchange Li
LEUR,ETFS Foreign Exchange Limited
LEX,
LFI,London Finance & Investment Group Plc
LGAG,Legal & General Ucits ETF Public Limited
LGAP,Legal & General Ucits ETF Public Limited
LGB3,ETFS Foreign Exchange Li
LGBP,ETFS Foreign Exchange Limited
LGCF,Source Markets Public Limited Company
LGCU,Source Markets Public Limited Company
LGEG,Legal & General Ucits ETF Public Limited
LGEN,Legal & General Group Plc
LGEU,Legal & General Ucits ETF Public Limited
LGGG,Legal & General Ucits ETF Public Limited
LGGL,Legal & General Ucits ETF Public Limited
LGJG,Legal & General Ucits ETF Public Limited
LGJP,Legal & General Ucits ETF Public Limited
LGLD,Lg Electronics Inc
LGRS,Loungers Plc
LGUG,Legal & General Ucits ETF Public Limited
LGUK,Legal & General Ucits ETF Public Limited
LGUS,Legal & General Ucits ETF Public Limited
LIB,LIBRA RETAIL ORD GBP0.001
LIFE,Life Science Developments Limited
LIFS,
LIKE,
LINV,CITYBLOCK ORD GBP0.005
LIO,Liontrust Asset Management Plc
LIT,Litigation Capital Management Limited
LIV,Livermore Investments Group Limited
LIVP,UBS Ag
LIX,FTSE Actuaries 350 Low Yield
LJP3,ETFS Foreign Exchange Li
LJPY,ETFS Foreign Exchange Limited
LLAI,
LLOY,Lloyds Banking Group Plc
LLPC,Lloyds Banking Group Plc
LLPE,Lloyds Banking Group Plc
LME,Limitless Earth Plc
LMP,Londonmetric Property Pl
LMS,Lms Capital Plc
LND,Landore Resources Limited
LNGA,ETFS Commodity Securities Limited
LNIK,ETFS Commodity Securities Limited
LOAD,WDS
LOCK,Ishares IV Plc
LOGP,Lansdowne Oil & Gas Plc
LOIL,ETFS Commodity Securities Limited
LOK,Lok'n Store Group Plc
LOOK,Lookers Plc
LOOP,Loopup Group Plc
LORD,
LOUF,Ossiam Irl Icav
LOWV,SSGA SPDR ETFS Europe I
LPA,Lpa Group Plc
LPET,ETFS Commodity Securities Limited
LPLA,ETFS Commodity Securities Limited
LQDA,Ishares Plc
LQDE,Ishares Plc
LQDG,Ishares Plc
LQDH,Ishares Plc
LQDS,Ishares Plc
LQEE,Ishares Plc
LQGH,Ishares Plc
LQQ3,Boost Issuer Public Limited Company
LQQS,Boost Issuer Public Limited Company
LRE,Lancashire Holdings Limited
LSAA,Life Settlement Assets Plc
LSAI,Location Sciences Group Plc
LSC,London Security Plc
LSEG,London Stock Exchange Group
LSIL,ETFS Commodity Securities Limited
LSL,Lsl Property Services Plc
LSPU,Multi Units Luxembourg
LSPX,Multi Units Luxembourg
LST,
LSUG,ETFS Commodity Securities Limited
LTAM,Ishares II Plc
LTG,Learning Technologies Gr
LTHM,Latham [James] Plc
LTI,Lindsell Train Investment Trust Plc
LTOD,Larsen and Toubro Limite
LUCE,Luceco Plc
LUD5,ETFS Foreign Exchange Limited
LUK2,Go Ucits ETF Solutions P
LUMV,Ossiam Lux
LUSC,SSGA SPDR ETFS Europe I Plc
LUTR,SSGA SPDR ETFS Europe I Plc
LUXG,Amundi ETF
LUXU,Amundi ETF
LVCG,Live Company Group Plc
LVFIDN,FTSE Indonesia Low Volatility Factor Ind
LWDB,Law Debenture Corporation Plc
LWEA,ETFS Commodity Securities Limited
LWI,Lowland Investment Company Plc
LXI,Lxi REIT Plc
M0EB,FTSE Euromid Eurobloc
M0X,FTSE Euromid
M0XU,FTSE Euromid Ex UK
MAB,Mitchells & Butlers Plc
MAB1,Mortgage Advice Bureau [
MAC,Marechale Capital Plc
MACF,Macfarlane Group Plc
MADE,
MAFL,Mineral & Financial Investment Ltd
MAGI,SSGA SPDR ETFS Europe II
MAI,Maintel Holdings Plc
MAJE,Majedie Investments Plc
MANO,Manolete Partners Plc
MARS,Marston's Plc
MAST,
MATD,Petro Matad Limited
MATE,Jpmorgan Multi-Asset Trust Plc
MAV4,Maven Income & Growth Vc
MAVT,
MAW,Maruwa Co. Ltd
MBH,Michelmersh Brick Holdings Plc
MBO,Mobilityone Limited
MBT,Mobile Tornado Group Plc
MCB,Mcbride Plc
MCIX,FTSE Mid 250 [Exit]
MCL,Morses Club Plc
MCM,Mc Mining Ltd
MCON,Mincon Group Plc
MCP2,Retail Charity Bonds Plc
MCRO,Micro Focus International Plc
MCT,Middlefield Canadian Income Pcc
MCX,FTSE Mid 250
MCXI1X,FTSE 250 Daily Short Str
MCXI2X,FTSE 250 Daily Super Sho
MCXI3X,FTSE 250 Daily Ultra Sho
MCXL2X,FTSE 250 Daily Leveraged
MCXL3X,FTSE 250 Daily Super Lev
MCXL4X,FTSE 250 Daily Ultra Lev
MCXNUK,FTSE 250 Net Dividend Index
MCXNUKEU,FTSE 250 Net Tax EUR Ind
MCXSP,FTSE 250 Expiry
MDBU,UBS ETF
MDC,Mediclinic International Plc
MDZ,Mediazest Plc
MEAL,
MEGP,
MEL,Mitsubishi Electric Corporation
MER,Mears Group Plc
MERC,Mercia Asset Management Plc
MESG,Multi Units Luxembourg
META,Boost Issuer Public Limited Company
METP,Metric Property Investments Plc
MEUD,Lyxor Index Fund
MEUG,Lyxor International Asse
MEX,
MFDD,Lyxor Index Fund
MFEX,Multi Units Luxembourg
MFX,Manx Financial Group Plc
MGAM,Morgan Crucible CO Plc
MGCI,M&G Credit Income Investment Trust Plc
MGGT,Meggitt Plc
MGNS,Morgan Sindall Group Plc
MGNT,Ojsc Magnit
MGP,Medica Group Plc
MHC,
MHID,Mahindra & Mahindra Limi
MHM,Marsh & Mclennan Cos. Inc
MHN,Menhaden Capital Plc
MHPC,Mhp S.A
MIBX,Lyxor International Asse
MIDD,Ishares Plc
MIDW,Midwich Group Plc
MIG,Mobeus Income & Growth 2 Vct Plc
MIG1,Maven Income & Growth Vc
MIG3,Maven Income and Growth
MIG4,Mobeus Income & Growth 4
MIG5,Maven Income and Growth
MIGO,Miton Global Opportunities Plc
MIL,Myanmar Investments Inte
MILA,Mila Resources Plc
MIN,Minoan Group Plc
MIND,Mind Gym Plc
MINI,Miton UK Microcap Trust
MINT,Pimco Fixed Income Source ETFS Plc
MINV,Ishares Vi Plc [The Comp
MIRA,Mirada Plc
MIRI,Mirriad Advertising Plc
MIST,Pimco Fixed Income Source ETFS Plc
MIVO,Amundi ETF
MIX,Mobeus Income & Growth Vct Plc
MJH,Mj Hudson Group Plc
MKA,Mkango Resources Ltd
MKS,Marks and Spencer Group Plc
MKUW,Invesco Markets Plc
MLI,
MLPD,Source Markets Public Li
MLPI,Go Ucits ETF Solutions P
MLPP,Source Markets Public Li
MLPQ,Source Markets Public Li
MLPS,Source Markets Public Li
MLPX,Go Ucits ETF Solutions P
MLVN,Malvern International Plc
MMAG,
MMIT,Mobius Investment Trust Plc
MMS,Lyxor Index Fund
MN1X,FTSE Global 100 Index
MNDI,Mondi Plc
MNG,M&G Plc
MNKS,Monks Investment Trust Plc
MNL,Manchester & London Investment Trust Plc
MNOD,Mmc Norilsk Nickel
MNP,Martin Currie Global Portfolio Trust Plc
MNRG,Metalnrg Plc
MNTN,The Schiehallion Fund Limited
MOAT,Market Vectors Ucits ETFS Plc
MODE,
MOGB,Vaneck Vectors Ucits ETFS Plc
MONY,Moneysupermarket.com Group Plc
MOON,
MORE,Monreal Plc
MOS,Mobile Streams Plc
MOTR,Motorpoint Group Plc
MPAC,Mpac Group Plc
MPE,M.P. Evans Group Plc
MPL,Mercantile Ports & Logistics Limited
MPLS,Marble Point Loan Financing Limited
MPO,Macau Property Opportunities Fund Limite
MRC,Mercantile Investment Trust [The] Plc
MRCH,Merchants Trust Plc
MRK,Merck & Co
MRL,Marlowe Holdings Limited
MRO,Melrose Plc
MSAP,Invesco Markets Plc
MSAU,Invesco Markets Plc
MSDG,Amundi Index Solutions
MSDU,Amundi Index Solutions
MSED,Lyxor Index Fund
MSEU,Lyxor International Asse
MSEX,Lyxor International Asse
MSF2,Leverage Shares Public Limited Company
MSFE,Leverage Shares Public Limited Company
MSI,MS International Plc
MSLH,Marshalls Plc
MSMN,Mosman Oil and Gas Limit
MSRG,Amundi Index Solutions
MSRU,Amundi Index Solutions
MSYS,Microsaic Systems Plc
MTC,Mothercare Plc
MTE,Montanaro European Smaller C. Tst Plc
MTEC,Matchtech Group Plc
MTIX,Multi Units France
MTL,Metals Exploration Plc
MTO,Mitie Group Plc
MTPH,Midatech Pharma Plc
MTR,Metal Tiger Plc
MTRL,SSGA SPDR ETFS Europe II
MTRO,Metro Bank Plc
MTU,Montanaro UK Smaller Companies Investmen
MTVW,Mountview Estates Plc
MTW,Mattioli Woods Plc
MTXX,Multi Units France
MUL,Mulberry Group Plc
MUS,Music Choice Europe
MUT,Murray Income Trust Plc
MV1X,FTSE Mv Exchanges Index
MVED,Ishares Vi Plc
MVEU,Ishares Vi Plc [The Comp
MVI,Marwyn Value Investors Limited
MVOL,Ishares Vi Plc [The Comp
MVUS,Ishares Vi Plc [The Comp
MWE,Mti Wireless Edge Ltd
MWRD,Amundi ETF
MWY,Mid-Wynd International Investment Trust
MXC,Matrix Communications Group
MXCT,Maxcyte Inc
MXEU,Source Markets Public Li
MXFP,Source Markets Public Li
MXFS,Source Markets Public Limited Company
MXJP,Source Markets Public Limited Company
MXUD,Invesco Markets Plc
MXUK,Source Markets Public Limited Company
MXUS,Source Markets Public Limited Company
MXWO,Source Markets Public Limited Company
MXWS,Source Markets Public Li
MYI,Murray International Trust Plc
MYSE,
MYSL,Mysale Group Plc
MYX,Mycelx Technologies Corporation
N098,Namibia Local Index
N099,Namibia Overall Index
N30X,FTSE Norex 30 Index
N30XN,FTSE Nordic 30
N30XU,FTSE Nordic 30 Index [Us
N30XWMN,FTSE Nordic 30 Wm Net Tax Index
N400,Source Markets Public Li
N4P,N4 Pharma Plc
N4US,Source Markets Public Li
NAH,Nahl Group Plc
NAIT,North American Income Trust [The] Plc
NANO,Nanoco Group Plc
NAR,Northamber Plc
NARF,
NAS,North Atlantic Smaller Companies Investm
NASD,Lyxor International Asset Management
NASL,Lyxor International Asset Management
NAXUKN,FTSE Custom 150 Equally Weighted Discoun
NBB,Norman Broadbent Plc
NBDD,Nb Distressed Debt Investment Fund Limit
NBDG,Nb Distressed Debt Inves
NBDX,Nb Distressed Debt Inves
NBPE,Nb Private Equity Partners Limited
NBPP,Nb Private Equity Partners Limited
NBPS,Nb Private Equity Partners Limited
NBPU,Nb Private Equity Partners Limited
NBS,Nationwide Building Society
NCA,New Century Aim Vct Plc
NCA2,New Century Aim Vct 2 Pl
NCC,Ncc Group Plc
NCCL,Ncondezi Coal Company Limited
NCYF,New City High Yield Fund Limited
NCYT,Novacyt S.A.
NDIA,Ishares IV Plc
NDKX,FTSE Denmark 20 Index
NDUS,SSGA SPDR ETFS Europe II
NESF,Nextenergy Solar Fund Li
NET,Netcall Plc
NETW,Network International Holdings Plc
NEX,National Express Group Plc
NEXS,Nexus Infrastructure Plc
NFC,Next Fifteen Communications Group Plc
NFIX,FTSE Finland 25 Index
NFL2,Leverage Shares Public Limited Company
NFLE,Leverage Shares Public Limited Company
NFX,Nuformix Plc
NG,NATIONAL GRID TRACO ord gbp0.10
NGAG,UBS Ag
NGAS,ETFS Commodity Securities Limited
NGAU,UBS Ag
NGHT,
NGSP,ETFS Commodity Securities Limited
NICK,ETFS Commodity Securities Limited
NICL,Nichols Plc
NLB,Nova Ljubljanska Banka D.D. Ljubljana
NLMK,Ojsc Novolipetsk Steel
NMIX,FTSE Actuaries 350 [Exit]
NMIXNUK,FTSE 350 Ex Investment T
NMT,Nmt Group
NMX,FTSE Actuaries 350
NMX101010,
NMX151010,
NMX151020,
NMX201010,
NMX201020,
NMX201030,
NMX301010,
NMX302010,
NMX302020,
NMX302040,
NMX303010,
NMX303020,
NMX351010,
NMX351020,
NMX401010,
NMX402010,
NMX402020,
NMX402030,
NMX402040,
NMX403010,
NMX404010,
NMX405010,
NMX451010,
NMX451020,
NMX451030,
NMX452010,
NMX501010,
NMX502010,
NMX502020,
NMX502030,
NMX502040,
NMX502050,
NMX502060,
NMX551020,
NMX551030,
NMX552010,
NMX601010,
NMX651010,
NMX651030,
NMXDEN,Ftse350Domexpntind
NNN,9999 ORD GBP0.0025
NOG,Nostrum Oil & Gas Plc
NRAM,Amundi ETF
NRGW,Multi Units Luxembourg
NRR,Newriver Retail Limited
NSCI,Netscientific Plc
NSF,Non-Standard Finance Plc
NSHREACN,FTSE China N Share All C
NSI,New Star Investment Trust Plc
NSIX,FTSE Actuaries Fledgling [Exit]
NSWX,FTSE Sweden 30 Index
NSX,FTSE Actuaries Fledgling
NTBR,Northern Bear Plc
NTEA,Northern Electric Plc
NTN,Northern 3 Vct Plc
NTOG,Nostra Terra Oil and Gas Company Plc
NTQ,Enteq Upstream Plc
NTV,Northern 2 Vct Plc
NUM,Numis Corporation Plc
NVD2,Leverage Shares Public Limited Company
NVDE,Leverage Shares Public Limited Company
NVT,Northern Venture Trust Plc
NVTK,Oao Novatek
NWF,Nwf Group Plc
NWG,Northumbrian Water Group Plc
NWOR,National World Plc
NWT,Newmark Security Plc
NXR,Norcros Plc
NXT,Next Plc
OAP3,Octopus Apollo Vct Plc
OBC,Online Blockchain Plc
OBD,Oxford Biodynamics Plc
OBI,
OCDO,Ocado Group Plc
OCI,Oakley Capital Investments Limited
OCN,Ocean Wilsons [Holdings] Ld
OCTP,
ODX,Omega Diagnostics Group Plc
OGLD,Deutsche Boerse Commodities Gmbh
OGN,Origin Enterprises Plc
OHG,
OIG,Oryx International Growth Fund Ltd
OIL3,UBS Ag
OILG,UBS Ag
OIT,Odyssean Investment Trust Plc
OKYO,Okyo Pharma Limited
OMG,Omg Plc
OMI,Orosur Mining Inc
OMIP,One Media Ip Group Plc
OMU,Old Mutual Ltd
OMXS,Ishares IV Plc
ONC,Oncimmune Holdings Plc
ONDO,
ONT,Online Travel
OOA,Octopus Aim Vct Plc
OPEN,Ishares IV Plc
OPG,Opg Power Ventures Plc
OPTI,Optibiotix Health Plc
ORC2,Leverage Shares Public Limited Company
ORCA,Orca Interact
ORCH,Orchard Funding Group Pl
ORCP,Oracle Coalfields Plc
ORIT,Octopus Renewables Infrastructure Trust
ORM,Ormonde Mining Plc
ORNT,Orient Telecoms Plc
ORPH,Open Orphan Plc
ORR,Oriole Resources Plc
OSB,Onesavings Bank Plc
OSEC,Octopus Second Aim Vct Plc
OSI,Osirium Technologies Plc
OTAQ,
OTB,On The Beach Group Plc
OTMP,Onthemarket Plc
OTV2,Octopus Titan Vct Plc
OUFU,Ossiam Irl Icav
OVB,Ovoca Bio Plc
OVZA,ETFS Metal Securities Limited
OVZB,ETFS Metal Securities Limited
OXA1,DB Etc Plc
OXA2,DB Etc Plc
OXA5,DB Etc Plc
OXA6,DB Etc Plc
OXB,Oxford Biomedica Plc
OXIG,Oxford Instruments Plc
PAC,Pacific Assets Trust Plc
PADV,SSGA SPDR ETFS Europe I
PAF,Pan African Resources Plc
PAG,Paragon Group of Companies Plc
PAG3,Paragon Group of Compani
PAGE,Pagegroup Plc
PALM,Asian Plantations Limited
PANR,Pantheon Resources Plc
PAT,Panthera Resources Plc
PAXG,Multi Units Luxembourg
PAXJ,Multi Units Luxembourg
PAY,Paypoint Plc
PBEE,
PBRT,ETFS Hedged Commodity Securities Limited
PCA,Palace Capital Plc
PCF,Private & Commercial Finance Group Plc
PCFT,Polar Capital Global Fin
PCGH,Polar Cap Glbl Health Gwth&Inc Tst Plc
PCIP,Pci-Pal Plc
PCRD,ETFS Hedged Commodity Securities Limited
PCT,Polar Capital Technology Trust Plc
PCTN,Picton Property Income Ld
PDG,Pendragon Plc
PDL,Petra Diamonds Limited
PEB,Pebble Beach Systems Group Plc
PEBB,The Pebble Group Plc
PEEL,Peel (hdg)
PEG,Petards Group Plc
PEMD,Source Markets II Plc
PEN,Pennant International Group Plc
PERE,Pembridge Resources Plc
PET,Petrel Resources Plc
PETB,Omv Petrom S.A.
PETS,Pets At Home Group Plc
PEY,Princess Private Equity Holding Limited
PEYS,Princess Private Equity Holding Limited
PFC,Petrofac Limited
PFD,Premier Foods Plc
PFG,Provident Financial Plc
PFP,Pathfinder Minerals Plc
PFP2,Places For People Finance Plc
PGH,Personal Group Holdings Plc
PGHZ,Pcgh Zdp Plc
PGOO,Proven Growth & Income Vct Plc
PGR,Phoenix Global Resources Plc
PHAG,ETFS Metal Securities Ld
PHAR,Pharos Energy Plc
PHAU,ETFS Metal Securities Limited
PHC,Plant Health Care Plc
PHE,Powerhouse Energy Group Plc
PHEF,Fundlogic Alternatives Plc
PHGP,ETFS Metal Securities Ld
PHI,Pacific Horizon Investment Trust Plc
PHLL,
PHNX,Phoenix Group Holdings
PHP,Primary Health Properties Plc
PHPD,ETFS Metal Securities Ld
PHPM,ETFS Metal Securities Ld
PHPP,ETFS Metal Securities Ld
PHPT,ETFS Metal Securities Ld
PHSC,Phsc Plc
PHSP,ETFS Metal Securities Ld
PIER,Brighton Pier Group Plc [The]
PIEXL,Pacer International Export Leaders Index
PIEXLN,Pacer International Export Leaders Net T
PIMT,ETFS Hedged Commodity Securities Limited
PIN,Pantheon International Participations Pl
PINT,
PIP,Pipehawk Plc
PIRI,Pires Investments Plc
PLAN,Plaza Centers N.V.
PLAZ,Plaza Centers N.V.
PLUS,Plus500 Ltd
PLZL,Public Joint Stock Company Polyus
PMG,Parkmead Group [The] Plc
PMGR,
PMI,Premier Miton Group Plc
PMP,Portmeirion Group Plc
PNL,Personal Assets Trust Plc
PNN,Pennon Group Plc
PNS,Panther Securities Plc
POBA,Nationwide Building Society
PODP,
POLB,
POLR,Polar Capital Holdings Plc
POLX,Polarean Imaging Plc
POLY,Polymetal International Plc
POS,Plexus Holdings Plc
POW,Power Metal Resources Plc
PPC,President Petroleum Company Plc
PPH,Pphe Hotel Group Limited
PPP,Pennpetro Energy Plc
PPS,Proton Power Systems Plc
PQVG,Powershares Glbal Funds Ireland Plc
PQVM,Powershares Glbal Funds Ireland Plc
PRAC,Invesco Markets II Plc
PRD,Predator Oil & Gas Holdings Plc
PRE,Pan Andean Res
PREM,Premier African Minerals
PRES,Pressure Technologies Plc
PRFD,Source Markets II Plc
PRFP,Invesco Markets II Plc
PRIC,Amundi Index Solutions
PRIE,Amundi Index Solutions
PRIG,Amundi Index Solutions
PRIJ,Amundi Index Solutions
PRIM,Primorus Investments Plc
PRIP,Amundi Index Solutions
PRIR,Amundi Index Solutions
PRIT,Amundi Index Solutions
PRIU,Amundi Index Solutions
PRIW,Amundi Index Solutions
PRIZ,Amundi Index Solutions
PRM,Proteome Sciences Plc
PRMG,UBS Ag
PROC,
PRSR,Prs REIT [The] Plc
PRTC,Puretech Health Plc
PRU,Prudential Plc
PRUC,Amundi Index Solutions
PRUD,Prudential Plc
PRUS,Powershares Glbal Funds
PRV,Porvair Plc
PSDL,Phoenix Spree Deutschlan
PSH,Pershing Square Holdings Ltd
PSHD,Pershing Square Holdings Ltd
PSN,Persimmon Plc
PSON,Pearson Plc
PSRE,Powershares Glbal Funds Ireland Plc
PSRF,Powershares Glbal Funds Ireland Plc
PSRM,Powershares Glbal Funds Ireland Plc
PSRU,Powershares Glbal Funds Ireland Plc
PSRW,Powershares Glbal Funds Ireland Plc
PTAL,Petrotal Corporation
PTD,Pittards Plc
PTEC,Playtech Limited
PTR,Petroneft Resources Plc
PTRO,Pelatro Plc
PTY,Parity Group Plc
PUIG,Source Markets II Plc
PUIP,Invesco Markets II Plc
PUR,Pure Wafer Plc
PURP,Purplebricks Group Plc
PUS3,ETFS Foreign Exchange Li
PUS5,ETFS Foreign Exchange Limited
PVN,Proven Vct Plc
PVR,Providence Resources Plc
PXC,Phoenix Copper Ltd.
PXS,Provexis Plc
PYC,Physiomics Plc
PYX,Paychex
PZC,Pz Cussons Plc
QBT,
QDII1,Ftse/Xinhua Hong Kong IN
QDIV,Ishares II Plc
QFI,Quadrise Fuels International Plc
QLT,Quilter Plc
QQ,qinetiq group ord gbp0
QQQ3,Boost Issuer Public Limi
QQQS,Boost Issuer Public Limi
QRT,Quarto Group Incorporated
QTX,Quartix Holdings Plc
QUID,Pimco Fixed Income Source ETFS Plc
QUIZ,Quiz Plc
QXT,Quixant Plc
R0EU,FTSE Epra/Nareit Eurozone Capped Index N
R0UK,FTSE E/N Deexukcap
R1CPF,Russell 1000 Comprehensive Factor Index
R1DE,Russell 1000 Pure Domestic Exposure Inde
R1DEN,Russell 1000 Domestic Exposure Net
R1DSEW,Russell 1000 Dividend Select Equal Weigh
R1EVEW,Russell 1000 Enhanced Value Equal Weight
R1FPMF,Russell 1000 Momentum Factor Index
R1FQF,Russell 1000 Quality Factor Index
