Symbol,Name
QAIW,Cmob 5xshortub250228
QC7,Q & M Dental Group (s) Limited
QES,Chinasunsine
QFYW,Byd 5xlongub241231
QGGW,Hsi 7xshortub250228
QGYW,Nky 24500mbepw221209
QICW,Hstech 5500mbecw221229
QK9,Is Msci India 100 S$
QL2,Ishares Usd Asia Bond Etf S$
QL3,Ishares Usd Asia Hy Bond Etfs$
QNHW,First Sponsor W240530
QNS,Southernalliance
QPCW,Aia 5xlongub250430
QR9,Cimb S&p Asia Pac Dividend S$
QS0,Cimb Ft Asean 40 100 S$
QS9,Radiance Group Limited
QSD,Resources Gbl
QTTW,Anta 5xlongub250430
QVVW,S&p 4000mbecw221216
QVXW,Dbs Mb Ecw230309
QWGR,Raffles Edu R1
QXPW,Hsi 5xshortub250430
QYEW,Hstech 4500mbecw220929
QZG,Accrelist Ltd
R14,Ramba Energy Limited
R1MS,Nx13100h 230701
R1NS,Nz13100v 330901
RAYW,First Sponsor W290321
RC5,Triyards Holdings Limited
RCU,Revez
RDR,Incredible
RE4,Geo Energy Resources Limited
REVW,Capinv 5xshortsg231115
RF1U,Religare Health Trust
RMRB,Astrea Iv S$242m4.35%b280614
RNXW,Sunny 5xlongub250430
RQ1,Overseas Education Limited
RS1,China Environmental Res Gp Ltd
RTIW,Uob Mb Epw221230
RXS,Pacificradiance
RXWW,Ocbc Bk Mb Ecw230615
RYQW,Lenovo 5xlongub250430
S07,Shangri-la Asia Limited
S08,Singapore Post Limited
S19,Singapore Shipping Corp Ltd
S20,Straits Trading Co. Ltd
S23,Singapura Finance Ltd
S27,Spdr S&p 500 Etf Trust
S29,Stamford Tyres Corporationltd
S2D,Tosei Corporation
S35,Sing Investments & Finance Ltd
S3N,Okh Global Ltd.
S41,Hong Leong Finance Limited
S44,Engro Corporation Limited
S45U,Singapore Index Fund
S51,Sembcorp Marine Ltd
S56,Samudera Shipping Line Ltd
S58,Sats Ltd.
S59,Sia Engineering Co Ltd
S61,Sbs Transit Ltd
S63,Singapore Tech Engineering Ltd
S68,Singapore Exchange Limited
S69,Serial System Ltd
S71,Sunright Ltd
S7OU,Asian Pay Television Trust
S7P,Soilbuild Construction Grp Ltd
S85,Straco Corporation Limited
S9B,Tee Land Limited
SBEW,Hsi 19600mbepw220830
SBPW,Nky 26000mbecw221209
SES,Cph Ltd.
SHWW,Hstech 5xlongub250430
SJY,Megroup Ltd.
SK3,Krisenergy Ltd.
SK6U,Sph Reit
SMIW,Wuxibio 5xshortub250430
SNEW,Cnooc 5xlongub250228
SO7,Yangzijiang Shipbldg Hldgs Rmb
SQ1B,Sia S$750m 3.03% B 240328
SRT,Csop Iedge Sreit Etf S$
SRU,Csop Iedge Sreit Etf Us$
SSS,Phil Short Simsci-1x S$
SSU,Phil Short Simsci-1x Us$
STG,Sri Trang Gloves
STP,Silkroad Nickel Ltd.
SYBW,Galaxy 5xlongub250430
SYYW,Soilbuild Constw240729
T09,Tt International Limited
T12,Tat Seng Packaging Group Ltd
T13,Rh Petrogas Limited
T14,Tianjin Zhong Xin Pharm Group
T15,Tan Chong Int'l Ltd
T24,Tuan Sing Holdings Limited
T41,Telechoice International Ltd
T43,Techcomp (holdings) Limited
T4B,Sino Grandness Food Ind Gp Ltd
T55,Transpac Industrial Hldgs Ltd
T6I,Valuemax Group Limited
T82U,Suntec Real Estate Inv Trust
T8FS,Ny14100e 290701
T8V,Pacific Radiance Ltd.
TCCW,Hsi 5xlongub250430
TCU,Creditbureauasia
TEKB,Temasek S$500m 2.7% B 231025
TEMB,Temasek 1.8% 261124xb#
TFLW,Uob Mb Epw221101
THLW,Comfort 5xshortsg231115
TID,Xt Mschina S$
TNHW,Galaxy Mb Epw221202
TQ5,Frasers Centrepoint Limited
TS0U,Oue Commercial Reit
TSGW,Tencent 5xlongub241231
TVV,Artivision
TWEW,Gentingsmbecw230104
TWL,Memiontec Hldgs
TYTW,Tencent 5xshortub241231
U06,United Industrial Corp Ltd
U09,Upp Holdings Limited
U10,Uob-kay Hian Holdings Limited
U11,United Overseas Bank Ltd
U13,United Overseas Insurance Ltd
U14,Uol Group Limited
U77,Sarin Technologies Ltd
U96,Sembcorp Industries Ltd
U9E,Hankore Environment Tec Grpltd
UD1U,Ireit Global
UD2,Japfa Ltd.
UFSW,Netease 5xshortub250228
UHGW,Hsi 23000mbecw220830
UHHW,Hsi 21400mbepw220830
UORW,Meituan 5xshortub250228
UPRW,Hkex 5xshortub250228
URR,Sim Leisure Group Ltd.
UV1,Hisaka Holdings Ltd.
V03,Venture Corporation Limited
V0SW,Hsi 20400mbepw220830
V2Y,Synagie Corporation Ltd.
V3M,Metech International Ltd
V7AB,Astrea7a1 4.125%320527#
V7BB,Astrea7b 6%320527#
V8RW,Alibaba90 Mb Epw221202
V8Y,Quantum Health
VAIW,Annaik W241009
VBLW,Hsi 19800mbecw221028
VC2,Olam Group
VFP,China Medical (intl) Gp Ltd
VI2,Tc Auto
VI3W,Meituan Mb Ecw230104
VJLW,Byd 5xshortub241231
VSJW,Sgx Mb Ecw221115
VT1,Vertex Spac
VT2W,Vertex Spac W291231
VVL,Alphadx
VWXW,Meituan228 Mb Ecw230104
VXMW,Yangzijimbecw221004
W05,Wing Tai Hldgs Ltd
W1XW,Incredible W240204
WA9W,Alibaba 5xlongub241231
WCQW,Ccb 5xshortub250430
WG2W,Asl M W240723
WGAW,Byd Mb Epw230104
WJP,Vicom Ltd
WNLW,Pingan 5xshortub250228
WPBW,Cosco 5xlongub250430
WPC,Vallianz Holdings Ltd
WPOB,Sia Mcbz300608#
WTNW,Hscei 7xshortub250430
WVHW,Xiaomi Mbecw221102
WVJ,Ntegrator
WZ2W,Beverly Jcg W240531
X1KW,Yzj 5xlongsg231115
X5AW,Hstech 3500mbepw220929
X5HW,Pingan 5xlongub250228
X5IW,Xiaomi Mbecw221004
X8AW,Cmb 5xshortub250430
XBFW,Alibaba 5xlongub250430
XBJW,Lenovo 5xshortub250430
XCF,Ktmg Limited
XI9W,Uob Mb Ecw221230
XJ6W,Byd Mb Ecw221004
XJB,Ghy Culture
XJHW,Hsi 22000mbecw220830
XKJW,Hsbc 5xlongub250228
XSJW,Nky 29000mbecw221209
XVG,$ Aedge Group
XWA,Aem Usd
XXMW,Alibaba Mb Epw221202
XZL,Ara Us Hospitality Trust
Y03,Yeo Hiap Seng Ltd
Y06,Youcan Foods International Ltd
Y35,Sun East Group Limited
Y3D,Mdr Limited
Y45,Singapore Windsor Holdings Ltd
Y6GW,Hsi 24000mbecw220830
Y6OB,Gsh Cb5.2%241012#
Y6WW,Dbs Mb Epw221230
Y8E,Samurai 2k
Y92,Thai Beverage Public Co Ltd
Y9EW,Geely Mb Epw221004
YB6W,Hsi 21400mbecw221028
YCPW,Hsbc 5xshortub250228
YEGW,Pingan Mb Epw221202
YF8,Yzj Fin Hldg
YJ7W,Alibaba 5xshortub250430
YKMW,Top Glove Mb Ecw220831
YQ7B,Sia 2021 Mcbz300608#
YSLW,Comfortdel Mbecw230104
YT4W,Tencent 5xlongub250430
YV9W,Hsi 21000mbecw221129
YYB,Arion Entertainment Spore Ltd
YYN,Platocapital
YYR,Lion-ospl China L Cny
YYY,Lion-ospl China L S$
Z25,Yanlord Land Group Limited
Z59,Yoma Strategic Holdings Ltd
Z74,Singtel
Z77,Singtel 10
ZCVW,Citydev Mb Ecw230104
ZESW,Tencentmbecw230404
ZFGS,Na21200w 511001
ZFSW,2ndchance W230307
ZHD,Nikkoam-icbcsg Cnb Us$
ZHS,Nikkoam-icbcsg Cnb S$
ZHY,Nikkoam-icbcsg Cnb Cny
ZJVW,Byd Mb Epw221004
ZL8S,Na20100f 500301
ZMKW,Yangzijimbecw230628
ZOBW,Dbs Mb Ecw221028
ZXY,Alpina Holdings
ZY0W,Byd Mb Ecw230104
ZZQW,Ocbc Bk Mb Epw221215
3UJS,Ny09100h 240901
40B,Smj International Holdingsltd.
40E,Spackman Entertainment Grp Ltd
40F,Alliance Mineral Assetslimited
40N,Versalink Holdings Limited
40T,Isec Healthcare Ltd.
40U,Ms Holdings Limited
40V,Singapore Edevelopment Ltd
40W,Zico Holdings Inc.
41B,Huationg Global Limited
41F,Gss Energy Limited
41H,Blackgold Natural Resourcesltd
41O,Lhn Limited
41S,Magnus Energy Group Ltd.
41T,Gccp Resources Limited
42C,Ix Biopharma Ltd.
42D,Nauticawt Limited
42E,Choo Chiang Holdings Ltd.
42F,Cmc Infocomm Limited
42L,Tlv Holdings Limited
42N,Ips Securex Holdings Limited
42R,Jumbo Group Limited
42S,Astaka Holdings Limited
42T,The Trendlines Group Ltd.
42U,Axcelasia Inc.
42W,China Star Food Group Limited
42Z,Eindec Corporation Limited
43A,Gs Holdings Limited
43B,Secura Group Limited
43E,Anchor Resources Limited
43F,Acromec Limited
43Q,Advancer Global Limited
45IW,Cmb 5xlongub250430
48HW,Lining 5xlongub250430
49B,Amos Group
49JW,Hsi 18400mbepw220929
500,Tai Sin Electric Limited
502,Hsr Global Limited
504,Klw Holdings Ltd
505,Asiamedic Limited
508,Fuji Offset Plates Mfg Ltd
510,Hiap Seng Engineering Ltd
528,Second Chance Properties Ltd
532,DISA
533,Abr Holdings Limited
53IW,Sia Mb Ecw230530
540,Tung Lok Restaurants 2000 Ltd
541,Craft Print International Ltd
543,Noel Gifts International Ltd
544,Cse Global Ltd
546,Medtecs International Corp Ltd
554,King Wan Corporation Limited
558,Ums Holdings Limited
564,Spindex Industries Limited
566,See Hup Seng Limited
567,Colex Holdings Limited
569,Vicplas International Ltd
570,Transit-mixed Concrete Ltd
573,Challenger Technologies Ltd
575,Asti Holdings Limited
578,Ks Energy Limited
579,Oceanus Group Limited
580,Santak Holdings Limited
581,Ite Electric Co Ltd
583,Progen Holdings Ltd
584,Oakwell Engineering Limited
585,Asian Micro Holdings Ltd
586,Tmc Education Corporation Ltd
594,Loyz Energy Limited
595,Van Der Horst Energy Limited
596,Thai Village Holdings Ltd
5A1B,Astrea V3.85%b290620#
5AB,Trek 2000 Int'l Ltd
5AE,Pollux Properties Ltd.
5AI,Sunlight Group Hldg Ltd
5AL,Annica Holdings Limited
5AU,Ap Oil International Limited
5BI,Carriernet Global Ltd
5BS,Pne Micron Holdings Ltd
5CF,Okp Holdings Limited
5CP,Silverlake Axis Ltd
5CR,Asiatic Group (holdings) Ltd
5CT,Ecowise Holdings Limited
5DD,Micro-mechanics (holdings) Ltd
5DM,Ying Li Intl Real Estate Ltd
5DN,Ezra Holdings Limited
5DO,Sakae Holdings Ltd.
5DP,Heeton Holdings Limited
5DS,Megachem Limited
5DX,Metal Component Engg Ltd
5EB,Cfm Holdings Limited
5EC,ISR Capital
5EF,Adventus Holdings Limited
5EG,New Lakeside Holdings Limited
5EK,Armarda Group Limited
5EN,Midas Hldgs Limited
5EV,Hosen Group Ltd
5EW,Pan Asian Holdings Limited
5F4,Figtree Holdings Limited
5F7,Hartawan Hldgs Ltd
5FL,Falcon Energy Group Limited
5FW,Linair Technologies Limited
5FX,New Wave Holdings Ltd.
5G1,Eurosports Global Limited
5G2,Kimheng Offshore&marine Hldltd
5G3,Talkmed Group Limited
5G4,Infinio Group Limited
5G9,Tritech Group Limited
5GD,Sunpower Group Ltd.
5GF,Nico Steel Holdings Limited
5GI,Interra Resources Limited
5GJ,Ausgroup Limited
5GZ,Aa Group Holdings Ltd.
5HG,Oniontech Limited
5HH,Hln Technologies Limited
5HT,Communication Design Intl Ltd
5HV,Metax Engineering Corp Limited
5I1,Kop Limited
5I4,Icp Ltd
5IC,Sing Holdings Limited
5IE,Lorenzo International Limited
5IF,Natural Cool Holdings Limited
5IG,Gallant Venture Ltd.
5J8W,Jd Mb Ecw230404
5JK,Hiap Hoe Limited
5JS,Indofood Agri Resources Ltd.
5KI,Soup Restaurant Group Limited
5L7W,Geely 5xshortub250228
5LE,Sitra Holdings (intl) Limited
5LY,Marco Polo Marine Ltd.
5MD,Soon Lian Holdings Limited
5ML,Old Chang Kee Ltd.
5MQ,Epicentre Holdings Limited
5MZ,Kingsmen Creatives Ltd
5NF,Mencast Holdings Ltd.
5NG,Healthway Medical Corp Ltd
5NV,Chasen Holdings Limited
5O9W,Xiaomi 5xlongub250228
5OC,Koyo International Limited
5OI,Japan Foods Holding Ltd.
5OQ,Teho International Inc Ltd.
5OR,Heatec Jietong Holdings Ltd.
5OT,Singapore Medical Group Ltd
5OU,China Environment Ltd.
5OX,Mary Chia Holdings Limited
5PC,Goodland Group Limited
5PD,Hengyang Petrochem Log Limited
5PF,Jason Marine Group Limited
5PL,Sbi Offshore Limited
5PO,Hiap Tong Corporation Ltd.
5QR,Mann Seng Metal Intl Limited
5QT,Charisma Energy
5QY,Net Pacific Fin Hldgs Ltd
5RA,Asia-pacific Strategic Inv Ltd
5RC,Es Group (holdings) Limited
5RE,Smartflex Holdings Ltd
5RF,Friven & Co. Ltd.
5SO,Duty Free Internationallimited
5SR,Zhongmin Baihui Retail Grp Ltd
5SY,Chew's Group Limited
5TI,Kitchen Culture Holdings Ltd.
5TJ,Far East Group Limited
5TN,Iev Holdings Limited
5TP,Cnmc Goldmine Holdings Limited
5TT,Keong Hong Holdings Limited
5TW,Chaswood Resources Hldgs Ltd.
5TY,Advanced Systems Automation
5UA,Starland Holdings Limited
5UF,Maxi-cash Fin Svcs Corp Ltd
5UL,Atlantic Navigation Hldg(s)ltd
5UN,Sincap Group Limited
5UO,Sysma Holdings Limited
5UX,Oxley Holdings Limited
5VC,Kori Holdings Limited
5VI,Logistics Holdings Limited
5VJ,Halcyon Agri Corporation Ltd
5VP,Gds Global Limited
5VS,Hafary Holdings Limited
5WA,Intl Healthway Corp Limited
5WE,Moya Holdings Asia Limited
5WF,Isoteam Ltd.
5WG,Singapore Kitchen Equipmentltd
5WH,Rex International Holding Ltd
5WJ,Moneymax Financial Servicesltd
5WV,Asiaphos Limited
5X5W,Hsi 18800mbepw221028
5X7W,Meituan Mb Epw221004
5YCW,Yzj 5xshortsg231115
600,Hyflux Ltd
6AZB,Astrea Vi3%b310318#
7PMS,Ny07100x 220901
7QQS,Nz07100s 270301
8A1,Forise Int
8AZ,Aztech Gbl
8K7,Ughealthcare
8U7U,Ireit Global Eur
8YIW,Sunny 5xshortub250430
8YLS,Nz19100s 390701
8YY,Biolidics Limited
90GW,Tencentmbepw221202
91OW,Sands Mb Epw221202
92FW,Clife 5xlongub250430
94WW,Hsi 19600mbepw221028
9A3W,Comfortdel Mbecw221014
9AMW,Kuaisho Mb Ecw221004
9CI,Capitalandinvest
9EEW,S&p 4400mbecw221216
9EOW,Meituan Mb Epw230104
9F4W,Uob Mb Ecw221028
9H9W,Dbs Mb Epw230530
9HNW,Cnooc 5xshortub250228
9IDW,Nky 21500mbepw221209
9J2W,Petroch 5xlongub250430
9N3W,S&p 4250mbecw220916
9OXW,Pingan Mb Ecw230302
9PPW,Petroch 5xshortub250430
9QEW,Tencent 5xshortub250228
9T2W,Meituan Mb Ecw221004
9WSW,Uob Mb Ecw230615
