Symbol,Name
CZN,Corazon Mining Limited
CZR,Coziron Resources Ltd
D2O,Duxton Water Limited
DAF,Discovery Africa Limited
DAL,Dalaroo Metals Ltd
DBBF,DBBF
DBF,Duxton Broadacre Farms Limited
DBI,Dalrymple Bay Infrastructure Limited
DBO,Diablo Resources Limited
DC2,Dc Two Limited
DC2O,DC2O
DCC,Digital Cc Limited
DCG,Decmil Group Limited
DCL,Data & Commerce
DCN,Dacian Gold Limited
DCX,Discovex Resources Limited
DDB,Dynamic Drill And Blast Holdings Limited
DDD,3D Resources Ltd
DDH,Ddh1 Limited
DDR,Dicker Data Limited
DDT,DataDot Technology Ltd
DEG,De Grey Mining Ltd
DEL,Delorean Corporation Limited
DEM,De.mem Limited
DEV,Devex Resources Limited
DEX,Dexion Ltd
DGGF,DGGF
DGH,Desane Group Holdings Ltd
DGL,Dgl Group Limited
DGR,D'Aguilar Gold Ltd
DGRO,DGRO
DHG,Domain Holdings Australia Limited.
DHHF,DHHF
DHOF,DHOF
DJRE,Spdr??dow Jones??global Real Estate Fund
DJW,Djerriwarth Investments Ltd
DJXKOB,DJXKOB
DJXKOC,DJXKOC
DJXKOF,DJXKOF
DJXKOG,DJXKOG
DJXKOH,DJXKOH
DJXKOQ,Djia Mini E-cbot
DJXKOR,Djia Mini E-cbot
DJXKOV,DJXKOV
DJXKOY,DJXKOY
DJXMOL,DJXMOL
DJXMOQ,DJXMOQ
DKM,Duketon Mining Limited
DLM,Dominion Minerals Limited
DLT,Delta Drone International Limited
DM1,Directmoney Limited
DMC,Digimatic Group Limited
DME,Dome Gold Mines Limited
DMG,Dragon Gold Mountain Ltd
DMM,DMC Mining Ltd
DMMO,DMC Mining Ltd
DMP,Domino's Pizza Australia NZ Ltd
DMPKOA,Dominos Pizza Enterprises Limited
DMPKOB,Dominos Pizza Enterprises Limited
DMPKOQ,Dominos Pizza Enterprises Limited
DMPKOS,Dominos Pizza Enterprises Limited
DMPKOZ,DMPKOZ
DNA,Donaco International Limited
DNK,Danakali Limited
DOC,Doctor Care Anywhere Group Plc
DOR,Doriemus Plc
DORO,DORO
DOU,Douugh Limited
DOW,Downer EDI Ltd
DOWKOB,Downer Edi Limited
DOWKOC,Downer Edi Limited
DOWKOP,Downer Edi Limited
DOWKOR,Downer Edi Limited
DOWKOT,Downer Edi Limited
DRA,Dragon Mining NL
DRE,Dalrymple Resources Nl
DRM,Doray Minerals Limited
DRO,Droneshield Limited
DRR,Deterra Royalties Limited
DRRKOA,DRRKOA
DRRKOB,DRRKOB
DRRKOC,DRRKOC
DRUG,Betashares Global Healthcare Etf -
DRX,Diatreme Resources Ltd
DSE,Dropsuite Limited
DSK,Dusk Group Limited
DTC,Damstra Holdings Limited
DTI,Dti Group Ltd
DTL,Data#3 Ltd
DTM,Dart Mining NL
DTR,Dateline Resources Limited
DTZ,Dotz Nano Limited
DUB,Dubber Corporation Limited
DUG,Dug Technology Ltd
DUI,Diversified United Investment Ltd
DUN,Dundas Minerals Limited
DUNO,DUNO
DUR,Duratec Limited
DVL,Dorsavi Ltd
DVP,Develop Global Limited
DVR,Diverger Limited
DW8,Dawine Ltd
DW8O,Digital Wine Ventures Limited
DXB,Dimerix Limited
DXC,Dexus Convenience Retail Reit
DXI,Dexus Industria Reit.
DXN,The Data Exchange Network Limited
DXNOD,DXNOD
DXS,Dexus Property Group
DXSKOA,Dexus Property Group
DXSKOB,Dexus Property Group
DXSKOC,Dexus
DXSKOP,Dexus Property Group
DXSKOQ,Dexus Property Group
DXSKOR,Dexus Property Group
DYL,Deep Yellow Ltd
DZZF,DZZF
E200,E200
E25,Element 25 Limited
E2M,E2 Metals Limited
E33,East 33 Limited..
E79,E79 Gold Mines Limited
EAI,Ellerston Asian Investment Limited
EAX,Energy Action Limited
EBG,Eumundi Group Ltd
EBO,Ebos Group Limited
EBR,Eagle Bay Resources NL
ECF,Elanor Commercial Property Fund
ECG,Ecargo Holdings Limited
ECL,Excelsior Capital Ltd
ECP,E Corp
ECPGA,ECPGA
ECS,ECSI Ltd
ECSO,ECSO
ECT,Environmental Clean Technologies
ECTOE,ECTOE
ECX,Eclipx Group Limited
EDC,Eildon Capital Limited
EDE,Eden Energy Ltd
EDEO,Eden Energy Ltd
EDEOC,Eden Innovations Ltd
EDOC,EDOC
EDU,Edu Holdings Limited
EDV,Endeavour Group Limited
EDVKOA,EDVKOA
EDVKOB,EDVKOB
EEG,Empire Energy Group Limited
EEL,Envirostar Energy
EER,East Energy Resources Ltd
EEU,Betashares Euro Etf
EFE,Eastern Iron Ltd
EFEOA,EFEOA
EGG,Enero Group Limited
EGH,Eureka Group Holdings Limited
EGL,Environmental Group Ltd (The)
EGN,EGN
EGR,Ecograf Limited
EGY,Energy Technologies Limited
EGYO,EGYO
EHE,Estia Health Limited
EHEKOA,Estia Health Limited
EHEKOE,Estia Health Limited
EHEKOQ,Estia Health Limited
EHL,Emeco Holdings Ltd
EIGA,EIGA
EINC,EINC
EIQ,Echoiq Limited
EL8,Elevate Uranium Ltd
ELD,ELD
ELE,Elmore Ltd
ELO,Elmo Software Limited
ELS,Equity Long / Short Strategies Fund
ELSOA,ELSOA
ELT,Elementos Limited
EM1,Emerge Gaming Limited
EM2,Eagle Mountain Mining Limited
EMB,Embelton Ltd
EMD,Emerald Clinics Limited
EME,Energy Metals Ltd
EMH,European Metals Holdings Limited
EMKT,Vaneck Vectors Msci Multifactor Emerging
EML,Emerchants Limited
EMLKOB,Eml Payments Limited
EMLKOC,Eml Payments Limited
EMMG,EMMG
EMN,Euro Manganese Inc
EMP,Emperor Mines Ltd
EMR,Emerald Oil & Gas NL
EMS,Eastland Medical Systems Ltd
EMT,Emetals Limited
EMTO,Emetals Limited
EMU,EMU Nickel NL
EMUCA,Emu Nl
EMV,Emvision Medical Devices Limited
ENA,Ensurance Ltd
ENN,Elanor Investors Group
ENR,Encounter Resources Ltd
ENT,
ENV,Envestra Ltd
ENX,Enegex Nl
ENXOA,ENXOA
EOF,Ecofibre Limited
EOL,Energy One Ltd
EOS,Electro Optic Systems Holdings Ltd
EP1,E&p Financial Group Limited
EPM,Eclipse Metals Limited.
EPN,Epsilon Healthcare Limited
EPY,E-Pay Asia Ltd
EQE,Equus Mining Limited
EQN,Equinox Minerals Ltd (Canada CHESS)
EQR,Equinox Resources Nl
EQS,Equs
EQT,Equity Trustees Ltd
EQX,Eqitx Ltd
ERA,Energy Resources of Australia Ltd
ERD,Exalt Resources Limited
ERF,Elanor Retail Property Fund
ERG,ERG Ltd
ERL,Empire Resources Ltd
ERM,Emmerson Resources Ltd
ERTH,ERTH
ERW,Errawarra Resources Ltd
ERWO,ERWO
ESGI,Vaneck Vectors Msci International
ESK,Etherstack Plc
ESPO,ESPO
ESR,Estrella Resources Limited
ESROA,ESROA
ESS,Essa Australia Ltd
ESSO,ESSO
ESTX,Anz Etfs Euro Stoxx 50
ETHI,Betashares Global Sustainability Leaders
ETPMAG,Etfs Physical Silver
ETPMPD,Etfs Physical Palladium
ETPMPM,Etfs Physical Pm Basket
ETPMPT,Etfs Physical Platinum
EUR,Euraust Ltd
EUROA,EUROA
EUROB,European Lithium Limited
EV1,Evolution Energy Minerals Limited
EVE,Energy Ventures Ltd
EVN,Evolution Mining Limited
EVNKOP,Evolution Mining Limited
EVNKOQ,Evolution Mining Limited
EVO,Evolve Education Group Limited
EVR,Endeavour Mining Corporation
EVRO,EVRO
EVS,Envirosuite Limited
EVT,Event Hospitality And Entertainment Ltd
EVZ,Envirozel Ltd
EWC,Energy World Corporation Ltd
EX1,Exopharm Limited
EX20,Betashares Australian Ex-20 Portfolio
EXL,Excel Coal Ltd
EXP,Experience Co Limited
EXR,Elixir Petroleum Ltd
EYE,Eagle Eye Metals Ltd
EZL,Euroz Ltd
EZZ,Ezz Life Science Holdings Limited
F100,F100
FAIR,Betashares Australian Sustainability
FAL,Falcon Metals Ltd
FANG,FANG
FAR,First Australian Resources Ltd
FATP,FATP
FAU,First Au Limited
FAUOA,FAUOA
FBR,Fastbrick Robotics Ltd
FBU,Fletcher Building Ltd
FBUKOA,Fletcher Building Limited
FBUKOC,Fletcher Building Limited
FBUKOR,FBUKOR
FCL,Futuris Corporation Ltd
FCT,Firstwave Cloud Technology Limited
FDEM,FDEM
FDIV,Vaneck Vectors S&p/asx Franked Dividend
FDR,Federation Group Ltd
FDV,Frontier Digital Ventures Limited
FE8,Faster Enterprises Ltd
FEG,Far East Gold Ltd
FEX,Fenix Resources Ltd
FFC,Farmaforce Limited
FFF,First Folio Ltd
FFG,Fatfish Internet Group Ltd
FFGOA,FFGOA
FFI,FFI Holdings Ltd
FFT,Future Fibre Technologies Limited
FFX,Firefinch Limited
FG1,Flynn Gold Limited
FGG,Future Generation Global Investment
FGL,Foster's Group Ltd
FGLOA,FGLOA
FGR,First Graphite Limited
FGX,Future Generation Investment
FGXO,Future Generation Investment
FHE,Frontier Energy Limited
FHS,Freehill Mining Limited.
FID,Fiducian Group Limited
FIJ,Fiji Kava Limited
FIJO,FIJO
FIN,Aii S&p/asx 200 Financials
FLC,Fluence Corporation Limited
FLN,Freelancer Limited
FLOT,Vaneck Vectors Australian Floating Rate
FLT,Flight Centre Ltd
FLTKOB,Flight Centre Travel Group Limited
FLTKOC,Flight Centre Travel Group Limited
FLTKOQ,Flight Centre Travel Group Limited
FLTKOR,Flight Centre Travel Group Limited
FLX,Felix Resources Ltd
FME,Future Metals Nl
FMEO,Future Metals Nl
FMG,Fortescue Metals Group Ltd
FMGKOC,Fortescue Metals Group Ltd
FMGKOG,Fortescue Metals Group Ltd
FMGKOH,Fortescue Metals Group Ltd
FMGKOI,Fortescue Metals Group Ltd
FMGKOQ,Fortescue Metals Group Ltd
FMGKOR,Fortescue Metals Group Ltd
FMGKOX,Fortescue Metals Group Ltd
FMGKOY,Fortescue Metals Group Ltd
FMGKOZ,Fortescue Metals Group Ltd
FMGMOQ,Fortescue Metals Group Ltd
FMGMOR,Fortescue Metals Group Ltd
FML,Focus Minerals Ltd
FMS,Flinders Mines Ltd
FNX,Finexia Financial Group Limited
FOD,The Food Revolution Group Limited
FOOD,Betashares Global Agriculture Companies
FOR,Forager Australian Shares Fund
FOS,Fos Capital Ltd
FPC,Fat Prophets Global Contrarian Fund Ltd
FPH,Fisher & Paykel Healthcare Corp Ltd
FPHKOC,FPHKOC
FPHKOE,Fisher & Paykel Healthcare
FPP,Fat Prophets Global Property Fund
FRB,Firebird Metals Limited
FRE,Freshtel Holdings Ltd
FRI,Finbar International Ltd
FRM,Farm Pride Foods Ltd
FRS,Ferraus Ltd
FRX,Flexiroam Limited
FRXO,Flexiroam Limited
FSA,FSA Group Ltd
FSF,Fonterra Shareholders Fund
FSG,Field Solutions Holdings Limited
FSI,Flagship Investments Limited
FSIGA,FSIGA
FTC,Fintech Chain Limited
FTL,Firetail Resources Limited
FTZ,Fertoz Limited
FUEL,Betashares Global Energy Companies -
FUTR,FUTR
FWD,Fleetwood Corporation Ltd
FXEKOA,Currency Warrant Aud/eur
FXEKOB,Currency Warrant Aud/eur
FXEKOC,FXEKOC
FXEKOD,FXEKOD
FXEKOR,FXEKOR
FXEKOS,Currency Warrant Aud/eur
FXEKOT,FXEKOT
FXEKOV,FXEKOV
FXG,Felix Gold Limited
FXPKOB,FXPKOB
FXPKOC,FXPKOC
FXPKOD,FXPKOD
FXPKOF,FXPKOF
FXPKOG,FXPKOG
FXPKOQ,Currency Warrant Aud/gbp
FXPKOR,FXPKOR
FXPKOS,FXPKOS
FXPKOT,FXPKOT
FXPKOU,FXPKOU
FXPKOV,FXPKOV
FXUKOB,Currency Warrant Aus/usd.
FXUKOC,Currency Warrant Aus/usd.
FXUKOD,Currency Warrant Aus/usd.
FXUKOP,Currency Warrant Aus/usd.
FXUKOV,Currency Warrant Aus/usd.
FXUKOW,Currency Warrant Aus/usd.
FXUKOX,Currency Warrant Aus/usd.
FXUKOZ,Currency Warrant Aus/usd.
FXUMOE,FXUMOE
FXUMOW,FXUMOW
FXUQOP,FXUQOP
FXYKOC,FXYKOC
FXYKOD,FXYKOD
FXYKOE,FXYKOE
FXYKOF,FXYKOF
FXYKOG,FXYKOG
FXYKOP,Currency Warrant Aud/jpy
FXYKOQ,FXYKOQ
FXYKOR,FXYKOR
FXYKOU,FXYKOU
FXYKOV,FXYKOV
FXZKOA,FXZKOA
FXZKOB,FXZKOB
FXZKOD,FXZKOD
FXZKOE,FXZKOE
FXZKOF,FXZKOF
FXZKOP,Currency Warrant Aud/nzd
FXZKOQ,FXZKOQ
FXZKOR,FXZKOR
FXZKOS,FXZKOS
FXZKOU,FXZKOU
FYI,FYI
FZO,Family Zone Cyber Safety Limited
FZR,Fitzroy River Corporation Ltd
G1A,Galena Mining Limited
G50,Gold 50 Limited
G6M,Group 6 Metals Limited
G88,Golden Mile Resources Ltd
G88O,G88O
GAL,Galicia Energy Corporation Ltd
GAP,Gale Pacific Ltd
GAS,GasNet Australia Group
GBE,Globe Uranium Ltd
GBR,G Retail Ltd
GBZ,GBM Resources Ltd
GBZOB,GBZOB
GC1,Glennon Small Companies Limited
GC1PA,GC1PA
GCAP,GCAP
GCI,Gryphon Capital Income Trust
GCR,Golden Cross Resources Ltd
GCX,Golden China Resources Corporation
GCXO,Gcx Metals Limited
GCY,Gascoyne Resources Limited
GDA,Gondwana Resources Ltd
GDC,Global Data Centre Group
GDF,Garda Diversified Property Fund
GDG,Generation Development Group Limited
GDI,Gdi Property Group
GDX,Vaneck Vectors Gold Miners
GEAR,Betashares Geared Australian Equity
GED,Golden Deeps Ltd
GEDOB,GEDOB
GEM,G8 Education Limited
GEMKOB,G8 Education Limited
GEMKOC,G8 Education Limited
GEN,Genesis Research & Devlpmnt Corp Ltd
GES,Genesis Resources Limited
GFL,Global Masters Fund Ltd
GFLGA,GFLGA
GFN,Gefen International A.i. Ltd
GGE,Grand Gulf Energy Ltd
GGEO,Grand Gulf Energy Limited
GGG,Gold Company Ltd
GGUS,Betashares Geared U.s. Equity Fund -
GGX,Gas2Grid Ltd
GIB,Gibb River Diamonds Limited
GL1,Global Lithium Resources Limited
GLA,Gladiator Resources Ltd
GLB,Globe International Ltd
GLE,GLG Corp Ltd
GLH,Global Health Ltd
GLL,Galilee Energy Limited
GLLO,Galilee Energy Limited
GLN,Gleneagle Gold Ltd
GLOB,GLOB
GLV,Global Vanadium Limited
GLVO,GLVO
GMA,Genworth Mortgage Insurance
GMAKOC,Genworth Mortgage Insurance
GMD,Genesis Minerals Ltd
GME,GME Resources Ltd
GMG,Goodman Group
GMGKOQ,Goodman Group
GMGKOS,Goodman Group
GML,Gateway Mining NL
GMN,Gold Mountain Limited
GMNOA,GMNOA
GMNOB,GMNOB
GMR,Golden Rim Resoures Ltd
GNC,GrainCorp Ltd
GNCKOA,Graincorp Limited
GNCKOD,Graincorp Limited
GNCKOF,Graincorp Limited
GNE,Genesis Energy Limited
GNG,Gr Engineering Services Limited
GNM,Gujarat NRE Minerals Ltd
GNMOB,Great Northern Minerals Limited
GNMOF,GNMOF
GNP,Genusplus Group Ltd
GNX,Genex Power Limited
GO2,The Go2 People Ltd
GOAT,GOAT
GOLD,Etfs Physical Gold
GOR,Gold Road Resources Limited
GOVT,Spdr??s&p?/asx Australian Government
GOW,Gowing Bros Ltd
GOZ,Growthpoint Properties Australia
GPEQ,GPEQ
GPR,Geopacific Resources NL
GPS,Gps Alliance Holdings Limited
GPT,General Property Trust
GPTKOA,Gpt Group
GPTKOB,Gpt Group
GPTKOE,GPTKOE
GPTKOP,Gpt Group
GPTKOQ,Gpt Group
GPTKOR,Gpt Group
GQG,Gqg Partners Inc.
GRE,Greentech Metals Limited
GRL,Gawler Resources Ltd
GRR,Grange Resources Ltd
GRV,Greenvale Mining NL
GRX,Goodrich Resources Ltd
GSBG23,Australian Government Treasury Bonds
GSBG24,Australian Government Treasury Bonds
GSBG25,Australian Government Treasury Bonds
GSBG26,Australian Government Treasury Bonds
GSBG27,Australian Government Treasury Bonds
GSBG29,Australian Government Treasury Bonds
GSBG33,Australian Government Treasury Bonds
GSBG37,Australian Government Treasury Bonds
GSBK31,GSBK31
GSBK35,Australian Government Treasury Bonds
GSBK39,Australian Government Treasury Bonds
GSBK51,GSBK51
GSBQ26,GSBQ26
GSBU22,GSBU22
GSBU24,GSBU24
GSBU25,GSBU25
GSBU27,Australian Government Treasury Bonds
GSBU28,Australian Government Treasury Bonds
GSBU29,GSBU29
GSBU31,GSBU31
GSBU32,GSBU32
GSBU33,GSBU33
GSIC50,GSIC50
GSIO35,Australian Government Treasury Indexed
GSIO40,Australian Government Treasury Indexed
GSIQ25,Australian Government Treasury Indexed
GSIQ30,Australian Government Treasury Indexed
GSIU27,Australian Government Treasury Indexed
GSIU32,GSIU32
GSM,Golden State Mining Limited
GSN,Great Southern Mining Limited
GSNOA,Great Southern Mining Limited
GSR,Greenstone Resources Limited
GSS,Genetic Signatures Limited
GT1,Green Technology Metals Limited
GTE,Great Western Exploration Ltd
GTG,Genetic Technologies Ltd
GTI,Globe Securities Ltd
GTK,Gentrack Group Limited
GTN,GTN Resources Ltd
GTR,GTI Resources Ltd
GTRO,GTRO
GUD,GUD Holdings Ltd
GUL,Gullewa Ltd
GVF,Global Value Fund Limited
GW1,Greenwing Resources Ltd
GWA,Gwa Group Limited.
GWAKOB,Gwa Group Limited.
GWAKOQ,Gwa Group Limited.
GWR,Golden West Resources Ltd
GWROA,Golden West Resources Ltd
HACK,Betashares Global Cybersecurity
HAL,Halo Technologies Holdings Ltd
HAR,Haranga Resources Limited
HARO,HARO
HAS,Hastings Rare Metals Ltd
HAV,Havilah Resources NL
HAW,Hawthorn Resources Ltd
HCD,Huadu City Development Ltd
HCH,Hot Chili Limited
HCT,Holista Colltech Limited
HCW,Healthco Healthcare And Wellness Reit
HDN,Haddington Resources Ltd
HE8,Helios Energy Ltd
HETH,HETH
HEUR,Betashares Wisdomtree Europe (currency
HFR,Highfield Resources Limited
HFY,Hubify Limited
HGEN,HGEN
HGH,Heartland Group Holdings Limited
HGL,Hudson Investment Group Ltd
HGO,Hillgrove Resources Ltd
HGV,Hygrovest Limited
HHI,Health House International Limited
HHR,Hartshead Resources Nl
HHY,Hastings High Yield Fund
HIL,Hills Industries Ltd
HIO,Hawsons Iron Ltd
HIQ,Hitiq Limited
HIT,Hitech Group Australia Ltd
HJPN,Betashares Wisdomtree Japan (currency
HLA,Healthia Limited
HLF,Halo Food Co. Limited
HLO,Helloworld Limited
HLS,Hillcrest Litigation Services Ltd
HLSKOA,Healius Ltd
HLSKOB,Healius Limited
HLSKOC,Healius Ltd
HLSKOF,Healius Ltd
HLSKOQ,Healius Ltd
HLSKOR,Healius Ltd
HLSKOS,Healius Ltd
HLSKOT,Healius Ltd
HLTH,HLTH
HLX,Helix Resources Ltd
HM1,Hearts And Minds Investments Limited
HMC,Hydromet Corporation Ltd
HMD,Heramed Limited
HMG,Hamelin Gold Limited
HMI,Harvest Minerals Ltd
HMX,Hammer Metals Limited
HMY,Harmoney Corp Limited
HNDQ,HNDQ
HNG,HGL Ltd
HNR,Hannans Reward NL
HOR,Horseshoe Metals Limited
HPC,The Hydration Pharmaceuticals
HPG,Hipages Group Holdings Ltd
HPI,Hotel Property Investments
HPP,Health And Plant Protein Group Limited
HPR,High Peak Royalties Limited
HQLT,HQLT
HRE,Heavy Rare Earths Limited
HRL,Hot Rock
HRN,Horizon Gold Limited
HRZ,Horizon Energy Investment Group
HRZOB,Horizon Minerals Limited
HSC,Hudson Securities Corporation Ltd
HSN,Hansen Technologies Ltd
HT1,Ht&e Limited
HT8,Harris Technology Group Limited
HTA,Hutchison Telecommunications (Aust)
HTG,Harvest Technology Group Ltd
HTGO,HTGO
HUB,Hub24 Limited
HUBKOP,HUBKOP
HUBKOQ,HUBKOQ
HUM,Humanis Group Limited
HVM,Happy Valley Nutrition Limited
HVN,Harvey Norman Holdings Ltd
HVNKOE,Harvey Norman Holdings Limited
HVNKOP,Harvey Norman Holdings Limited
HVNKOQ,Harvey Norman Holdings Limited
HVNKOW,Harvey Norman Holdings Limited
HVST,Betashares Australian Dividend Harvester
HVY,Heavy Minerals Limited
HXG,Hexagon Resources Limited
HXL,Hexima Ltd
HYD,Hydrix Limited
HYDOA,HYDOA
HYGG,HYGG
HZN,Horizon Oil Ltd
HZR,Hazer Group Limited
IAA,Ishares Asia 50
IAF,Ishares Core Composite Bond
IAG,Insurance Australia Group Ltd
IAGKOD,Insurance Australia Group Limited
IAGKOP,Insurance Australia Group Limited
IAGKOQ,Insurance Australia Group Limited
IAGKOS,Insurance Australia Group Limited
IAGKOT,Insurance Australia Group Limited
IAGPD,Insurance Australia Group Limited
IAM,Intiger Group Limited
IBAL,IBAL
IBC,Ironbark Capital Ltd
IBG,Ironbark Gold Ltd
IBX,Imagion Biosystems Limited
IBXOA,IBXOA
ICE,ICE Corporation Ltd
ICG,Inca Minerals Limited
ICGOA,ICGOA
ICGOC,ICGOC
ICI,Icandy Interactive Limited
ICIOA,ICIOA
ICIOB,ICIOB
ICL,International Coal Holdings Limited
ICN,Icon Energy Ltd
ICNO,ICNO
ICOR,ICOR
ICR,Intelicare Holdings Limited
ICS,ICSGlobal Ltd
ICT,Incitec
ID8,Identitii Limited
IDA,Indiana Resources Limited
IDEA,IDEA
IDT,Institute of Drug Technology Aust
IDX,Indexshares Fund The
IEAT,IEAT
IEC,Intra Energy Corporation Limited
IEL,Idp Education Limited
IELKOC,IELKOC
IELKOD,Idp Education Limited
IEM,Ishares Msci Emerging Markets
IEQ,International Equities Corp Ltd
IESG,IESG
IEU,Ishares Europe
IFL,IOOF Holdings Ltd
IFLKOA,Ioof Holdings Limited
IFLKOD,Ioof Holdings Limited
IFLKOP,Ioof Holdings Limited
IFLKOQ,Ioof Holdings Limited
IFM,Infomedia Ltd
IFRA,Vaneck Vectors Ftse Global
IFT,Infratil Limited.
IG6,International Graphite Limited
IGB,Ishares Treasury
IGL,International Goldfields Ltd
IGN,Ignite Limited
IGO,Independence Group NL
IGOKOA,Independence Group Nl
IGOKOB,Independence Group Nl
IGOKOQ,Independence Group Nl
IGOKOR,Independence Group Nl
IGOKOS,Independence Group Nl
IGRO,IGRO
IHCB,Ishares Core Global Corporate Bond (aud
IHD,Ishares S&p/asx Dividend Opportunities
IHEB,Ishares J.p. Morgan Usd Emerging Markets
IHHY,Ishares Global High Yield Bond (aud
IHL,Impression Healthcare Limited
IHOO,Ishares Global 100 Aud Hedged
IHR,Intellihr Holdings Limited
IHVV,Ishares S&p 500 Aud Hedged
IHWL,Ishares Core Msci World All Cap (aud
IIGF,IIGF
IIQ,Inoviq Ltd
IIQO,IIQO
IJH,Ishares Core S&p Mid-cap
IJP,Ishares Msci Japan
IJR,Ishares Core S&p Small-cap
IKE,Ikegps Group Limited
IKO,Ishares Msci South Korea Capped
IKW,Ikwezi Mining Limited
ILA,Island Pharmaceuticals Limited
ILB,Ishares Government Inflation
ILC,Ishares S&p/asx 20
ILU,Iluka Resources Ltd
ILUKOH,Iluka Resources Limited
ILUKOQ,Iluka Resources Limited
ILUKOS,Iluka Resources Limited
ILUKOT,Iluka Resources Limited
ILUKOU,Iluka Resources Limited
IMA,Image Resources NL
IMB,Intelligent Monitoring Group Limited
IMC,
IMD,Imdex Ltd
IME,Imexhs Limited
IMI,IM Medical Ltd
IMM,Immutep Limited
IMPQ,IMPQ
IMR,Imricor Medical Systems Inc.
IMU,Imugene Ltd
IMUOC,Imugene Limited
IMUOD,IMUOD
INA,Ingenia Communities Group
INCM,Betashares Global Income Leaders
IND,Indus Energy Nl
INF,Infosentials
ING,Inghams Group Limited
INGKOB,Inghams Group Limited
INGKOD,INGKOD
INGKOP,Inghams Group Limited
INGKOQ,Inghams Group Limited
INGKOT,INGKOT
INIF,INIF
INL,Intec Ltd
INP,Innamincka Petroleum Ltd
INR,India Nre Minerals Ltd
INV,InvestorInfo Ltd
IOD,Iodm Limited
IOO,Ishares Global 100
IOU,Ioupay Limited
IOZ,Ishares Core S&p/asx 200
IPB,Ipb Petroleum Limited
IPC,Imperial Pacific Limited
IPD,Impedimed Ltd
IPG,Investa Property Group
IPH,Ipoh
IPHKOA,Iph Limited
IPHKOB,Iph Limited
IPHKOD,Iph Limited
IPL,Incitec Pivot Ltd
IPLKOB,Incitec Pivot Limited
IPLKOC,Incitec Pivot Limited
IPLKOE,Incitec Pivot Limited
IPLKOH,Incitec Pivot Limited
IPLKOP,Incitec Pivot Limited
IPLKOQ,Incitec Pivot Limited
IPLKOR,Incitec Pivot Limited
IPLKOT,Incitec Pivot Limited
IPLKOU,Incitec Pivot Limited
IPT,Impact Minerals Ltd
IPTOB,Impact Minerals Limited
IPX,Intrapower Ltd
IQ3,Iq3corp Limited
IR1,Iris Metals Limited
IRD,Iron Road Ltd
IRE,IRESS Market Technology Ltd
IREKOA,Iress Limited
IREKOQ,Iress Limited
IREKOR,Iress Limited
IRI,Integrated Research Ltd
IRX,Inhalerx Limited
IS3,I Synergy Group Limited
ISEC,Ishares Enhanced Cash
ISO,Ishares S&p/asx Small Ordinaries
ISU,Iselect Limited.
ITEK,ITEK
ITM,Itech Minerals Ltd
IVC,InvoCare Ltd
IVCKOB,Invocare Limited
IVCKOE,Invocare Limited
IVCKOP,Invocare Limited
IVCKOQ,Invocare Limited
IVCKOU,Invocare Limited
IVE,Ishares Msci Eafe
IVO,Invigor Group Limited
IVR,IVR
IVT,Inventis Ltd
IVV,Ishares Core S&p 500
IVX,Invion Limited
IVXO,IVXO
IVZ,Invictus Energy Ltd
IWLD,Ishares Core Msci World All Cap
IXC,Invex Therapeutics Ltd
IXI,Ishares Global Consumer Staples
IXJ,Ishares Global Healthcare
IXR,IMX Resoures NL
IXU,Ixup Limited
IZZ,Ishares China Large-cap
JAL,Jameson Resources Ltd
JAN,Janison Education Group Limited
JAT,
JATO,Jatoil Limited
JAV,Javelin Minerals Limited
JAVO,JAVO
JAY,Jayride Group Limited
JBH,JB Hi-Fi Ltd
JBHKOC,Jb Hi-fi Limited
JBHKOG,Jb Hi-fi Limited
JBHKOP,Jb Hi-fi Limited
JBHKOR,Jb Hi-fi Limited
JBHKOS,Jb Hi-fi Limited
JBHKOV,Jb Hi-fi Limited
JCS,Jcurve Solutions Ltd
JDO,Judo Capital Holdings Limited
JGH,Jade Gas Holdings Limited
JHG,Janus Henderson Group Plc
JHGKOC,JHGKOC
JHGKOE,JHGKOE
JHGKOR,Janus Henderson Group Plc
JHX,James Hardie Industries NV (CUFS)
JHXKOA,James Hardie Industries Se
JHXKOD,James Hardie Industries Plc
JHXKOQ,James Hardie Industries Se
JHXKOR,James Hardie Industries Se
JIN,JIN
JINKOR,JINKOR
JLG,Johns Lyng Group Limited
JMS,Jupiter Mines Ltd
JNO,Juno Minerals Limited
JPR,Jupiter Energy Ltd
JRL,Jindalee Resources Ltd
JRV,Jervois Mining Ltd
JTL,Jayex Technology Limited
JXT,Jaxsta Ltd
JYC,Joyce Corporation Ltd
JZRO,JZRO
K2F,K2fly Limited
KAI,Kairos Minerals Limited
KAL,Kalgoorlie-Boulder Resources Ltd
KAM,K2 Asset Management Holdings Ltd
KAR,Karoon Gas Australia Ltd
KARKOR,Karoon Gas Australia Limited
KARKOU,Karoon Gas Australia Limited
KARKOV,Karoon Gas Australia Limited
KAT,Katana Capital Ltd
KAU,Kaiser Reef Limited
KBC,Keybridge Capital Ltd
KCC,Kincora Copper Limited
KCN,Kingsgate Consolidated Ltd
KED,Keypath Education International Inc.
KEY,Key Petroleum Ltd
KFE,Kogi Iron Limited
KFM,Kingfisher Mining Ltd
KGD,Kula Gold Limited
KGL,Kentor Gold Ltd
KGM,Kalnorth Gold Mines Limited
KGN,Kogan.com Ltd
KIL,KFM Diversified Infrastructure &
