FIR0108;TSX;CI Energy Giants Covered Call ETF;NXF; 213 274 172 ; 33 455 632 ; ETP ;;ON;Canada;IPO;20150210;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 12 785 260 ; 80 077 604 ; 12 870 ; 11 
FIR0135;TSX;CI Enhanced Government Bond ETF;FGO; 716 065 691 ; 70 462 300 ; ETP ;;ON;Canada;IPO;20180731;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 2 410 461 ; 24 177 461 ; 2 536 ; 11 
FIR0131;TSX;CI Enhanced Short Duration Bond Fund;FSB; 199 186 526 ; 20 559 400 ; ETP ;;ON;Canada;IPO;20170912;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 2 131 506 ; 20 536 559 ; 2 906 ; 11 
CIE0003;TSX;CI Equity Asset Allocation ETF;CEQT; 1 277 000 ; 50 000 ; ETP ;;ON;Canada;IPO;20230523;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 81 129 ; 1 940 545 ; 140 ; 10 
WIS0003;TSX;CI Europe Hedged Equity Index ETF;EHE; 2 277 000 ; 75 000 ; ETP ;;ON;Canada;IPO;20160714;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 98 876 ; 2 934 371 ; 137 ; 10 
CIF0001;TSX;CI Financial Corp.;CIX; 4 476 783 784 ; 144 179 832 ; Financial Services ;;ON;Canada;;19940620;;;;;;Composite;;;;;;;;;;;;;; 107 071 720 ; 1 973 718 474 ; 430 084 ; 11 
CIF0004;TSX;CI Floating Rate Income Fund;CFRT; 4 673 250 ; 225 000 ; ETP ;;ON;Canada;IPO;20220418;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 63 215 ; 1 301 148 ; 103 ; 11 
CIG0007;TSX;CI Galaxy Bitcoin ETF;BTCX; 1 267 832 168 ; 66 205 314 ; ETP ;Blockchain/Cryptocurrency;ON;Canada;IPO;20210309;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 124 968 604 ; 1 632 795 925 ; 205 501 ; 11 
CIG0012;TSX;CI Galaxy Blockchain Index ETF;CBCX; 5 995 500 ; 150 000 ; ETP ;;ON;Canada;IPO;20220503;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 110 247 ; 2 616 465 ; 654 ; 11 
CIG0008;TSX;CI Galaxy Ethereum ETF;ETHX; 757 207 700 ; 43 017 000 ; ETP ;Blockchain/Cryptocurrency;ON;Canada;IPO;20210420;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 96 616 467 ; 1 452 454 462 ; 165 283 ; 11 
CIG0013;TSX;CI Galaxy Metaverse Index ETF;CMVX; 1 462 000 ; 50 000 ; ETP ;;ON;Canada;IPO;20220503;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 2 614 ; 68 365 ; 31 ; 10 
CIG0011;TSX;CI Galaxy Multi-Crypto ETF;CMCX; 7 816 800 ; 530 000 ; ETP ;Blockchain/Cryptocurrency;ON;Canada;IPO;20220201;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 246 448 ; 3 259 614 ; 681 ; 11 
CIG0010;TSX;CI Global Alpha Innovation ETF;CINV; 5 281 750 ; 200 000 ; ETP ;;ON;Canada;IPO;20210816;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 67 640 ; 1 540 203 ; 236 ; 11 
CIG0020;TSX;CI Global Artificial Intelligence ETF;CIAI; 857 916 500 ; 33 950 000 ; ETP ;;ON;Canada;IPO;20240507;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 180 240 ; 27 922 399 ; 2 173 ; 7 
CIF0003;TSX;CI Global Asset Allocation Private Pool;CGAA; 26 590 785 ; 952 392 ; ETP ;;ON;Canada;IPO;20190812;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 213 604 ; 5 627 899 ; 351 ; 11 
CIG0009;TSX;CI Global Climate Leaders Fund;CLML; 34 938 000 ; 1 000 000 ; ETP ;;ON;Canada;IPO;20210712;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 293 401 ; 9 147 856 ; 728 ; 11 
FIR0101;TSX;CI Global Financial Sector ETF;FSF; 452 152 750 ; 14 810 113 ; ETP ;;ON;Canada;IPO;20141118;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 127 145 ; 3 445 115 ; 326 ; 11 
CIG0014;TSX;CI Global Green Bond Fund ETF;CGRB; 14 507 500 ; 675 000 ; ETP ;;ON;Canada;IPO;20220927;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 424 ; 30 373 ; 16 ; 8 
CIG0002;TSX;CI Global Infrastructure Private Pool ETF;CINF; 384 183 361 ; 13 735 551 ; ETP ;;ON;Canada;IPO;20200512;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 386 064 ; 9 531 172 ; 1 164 ; 11 
CIG0017;TSX;CI Global Investment Grade ETF;CGIN; 199 328 400 ; 9 330 000 ; ETP ;;ON;Canada;IPO;20221101;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 492 818 ; 10 319 901 ; 1 210 ; 11 
CIG0005;TSX;CI Global Longevity Economy Fund;LONG; 3 800 000 ; 100 000 ; ETP ;;ON;Canada;IPO;20200616;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 9 146 ; 323 367 ; 43 ; 10 
CIG0018;TSX;CI Global Minimum Downside Volatility Index ETF;CGDV; 37 739 096 ; 1 631 341 ; ETP ;;ON;Canada;IPO;20230124;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 375 156 ; 8 313 831 ; 815 ; 11 
CIG0022;TSX;CI Global Quality Dividend Growth Index ETF;CGQD; 7 626 500 ; 350 000 ; ETP ;;ON;Canada;IPO;20240910;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 27 604 ; 594 161 ; 89 ; 3 
CIG0003;TSX;CI Global Real Asset Private Pool ETF;CGRA; 1 158 000 ; 50 000 ; ETP ;;ON;Canada;IPO;20200526;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 49 223 ; 1 072 521 ; 91 ; 11 
CIG0004;TSX;CI Global REIT Private Pool ETF;CGRE; 61 149 000 ; 2 725 000 ; ETP ;;ON;Canada;IPO;20200526;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 175 410 ; 3 813 043 ; 343 ; 11 
CIG0015;TSX;CI Global Sustainable Infrastructure Fund ETF;CGRN; 2 788 250 ; 125 000 ; ETP ;;ON;Canada;IPO;20220927;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 18 534 ; 386 383 ; 40 ; 10 
CIG0021;TSX;CI Global Unconstrained Bond Fund;CUBD; 16 432 000 ; 800 000 ; ETP ;;ON;Canada;IPO;20240716;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 242 043 ; 4 982 364 ; 294 ; 5 
CIM0007;TSX;CI Gold Bullion Fund;VALT; 142 923 800 ; 4 520 000 ; ETP ;;ON;Canada;IPO;20210112;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 325 890 ; 38 486 920 ; 2 751 ; 11 
CAN0175;TSX;CI Gold+ Giants Covered Call ETF;CGXF; 149 365 951 ; 13 663 041 ; ETP ;;ON;Canada;IPO;20110603;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 6 474 276 ; 66 073 929 ; 12 284 ; 11 
CIG0019;TSX;CI Growth Asset Allocation ETF;CGRO; 1 232 500 ; 50 000 ; ETP ;;ON;Canada;IPO;20230523;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 215 443 ; 5 056 401 ; 285 ; 11 
FIR0134;TSX;CI Health Care Giants Covered Call ETF;FHI; 95 455 000 ; 8 300 000 ; ETP ;;ON;Canada;IPO;20180612;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 529 249 ; 6 233 350 ; 1 298 ; 11 
CIF0002;TSX;CI High Interest Savings ETF;CSAV; 6 641 635 000 ; 132 700 000 ; ETP ;;ON;Canada;IPO;20190618;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 10 231 272 ; 512 690 619 ; 18 791 ; 11 
CIF0005;TSX;CI High Yield Bond Private Pool;CGHY; 14 470 664 ; 1 396 465 ; ETP ;;ON;Canada;Other;20220407;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 157 883 ; 1 620 352 ; 297 ; 11 
WIS0013;TSX;CI ICBCCS S&P China 500 Index ETF;CHNA; 11 420 000 ; 500 000 ; ETP ;;ON;Canada;IPO;20180803;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 341 992 ; 7 699 582 ; 1 247 ; 11 
WIS0006;TSX;CI International Quality Dividend Growth Index ETF;IQD; 516 500 992 ; 16 097 198 ; ETP ;;ON;Canada;IPO;20160714;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 117 017 ; 37 893 783 ; 3 771 ; 11 
MAR0032;TSX;CI Investment Grade Bond ETF;FIG; 184 572 129 ; 19 382 188 ; ETP ;;ON;Canada;IPO;20091022;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 296 248 ; 12 021 764 ; 1 682 ; 11 
WIS0014;TSX;CI Japan Equity Index ETF;JAPN; 787 918 400 ; 22 320 000 ; ETP ;;ON;Canada;IPO;20180803;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 566 297 ; 66 722 627 ; 5 309 ; 11 
CIM0003;TSX;CI Marret Alternative Absolute Return Bond Fund;CMAR; 39 337 750 ; 2 150 000 ; ETP ;;ON;Canada;IPO;20200128;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 293 602 ; 5 296 253 ; 677 ; 11 
CIM0005;TSX;CI Marret Alternative Enhanced Yield Fund ETF;CMEY; 5 887 800 ; 300 000 ; ETP ;;ON;Canada;IPO;20200526;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 59 335 ; 1 152 902 ; 87 ; 11 
CIM0008;TSX;CI Money Market ETF;CMNY; 21 037 800 ; 420 000 ; ETP ;;ON;Canada;IPO;20230725;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 489 764 ; 24 546 484 ; 969 ; 11 
XTF0002;TSX;CI Morningstar Canada Momentum Index ETF;WXM; 587 364 359 ; 17 929 315 ; ETP ;;ON;Canada;IPO;20120215;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 804 045 ; 21 799 402 ; 1 876 ; 11 
XTF0003;TSX;CI Morningstar Canada Value Index ETF;FXM; 307 801 390 ; 11 788 640 ; ETP ;;ON;Canada;IPO;20120215;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 531 948 ; 11 760 326 ; 1 472 ; 11 
FIR0102;TSX;CI Morningstar International Momentum Index ETF;ZXM; 54 251 248 ; 1 321 877 ; ETP ;;ON;Canada;IPO;20141118;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 128 811 ; 5 219 025 ; 685 ; 11 
FIR0103;TSX;CI Morningstar International Value Index ETF;VXM; 263 528 087 ; 8 533 051 ; ETP ;;ON;Canada;IPO;20141118;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 277 764 ; 8 782 515 ; 828 ; 11 
XTF0004;TSX;CI Morningstar National Bank Québec Index ETF;QXM; 80 051 877 ; 2 473 791 ; ETP ;;ON;Canada;IPO;20120206;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 231 038 ; 6 624 931 ; 1 118 ; 11 
CIM0004;TSX;CI Munro Alternative Global Growth Fund;CMAG; 357 712 500 ; 9 650 000 ; ETP ;;ON;Canada;IPO;20200128;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 278 514 ; 35 453 496 ; 2 059 ; 11 
CIM0006;TSX;CI Munro Global Growth Equity Fund;CMGG; 54 795 000 ; 1 665 000 ; ETP ;;ON;Canada;IPO;20210112;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 790 490 ; 22 595 559 ; 1 435 ; 11 
QUE0025;TSX;CI ONE Global Equity ETF;ONEQ; 57 174 000 ; 1 300 000 ; ETP ;;ON;Canada;IPO;20150925;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 74 259 ; 3 005 453 ; 210 ; 11 
ONE0004;TSX;CI ONE North American Core Plus Bond ETF;ONEB; 93 594 000 ; 1 900 000 ; ETP ;;ON;Canada;IPO;20181012;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 54 827 ; 2 649 632 ; 152 ; 11 
FIR0117;TSX;CI Preferred Share ETF;FPR; 54 104 812 ; 2 395 078 ; ETP ;;ON;Canada;IPO;20160517;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 74 256 ; 1 573 886 ; 202 ; 11 
FIR0115;TSX;CI Short Term Government Bond Index Class ETF;FGB; 17 404 000 ; 950 000 ; ETP ;;ON;Canada;IPO;20160301;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 98 210 ; 1 769 665 ; 168 ; 11 
TEC0022;TSX;CI Tech Giants Covered Call ETF;TXF; 772 464 844 ; 34 900 997 ; ETP ;;ON;Canada;IPO;20111026;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 6 604 031 ; 139 326 496 ; 21 938 ; 11 
FIR0077;TSX;CI U.S. & Canada Lifeco Covered Call ETF;FLI; 96 789 542 ; 8 075 890 ; ETP ;;ON;Canada;IPO;20130822;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 269 534 ; 13 019 514 ; 2 387 ; 11 
CIU0006;TSX;CI U.S. Aggregate Bond Covered Call ETF;CCBD; 2 908 500 ; 150 000 ; ETP ;;ON;Canada;IPO;20240806;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 18 485 ; 361 709 ; 27 ; 4 
CIU0004;TSX;CI U.S. Enhanced Momentum Index ETF;CMOM; 28 640 599 ; 1 061 094 ; ETP ;;ON;Canada;IPO;20240116;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 142 673 ; 3 343 460 ; 256 ; 9 
CIU0005;TSX;CI U.S. Enhanced Value Index ETF;CVLU; 94 609 382 ; 3 742 733 ; ETP ;;ON;Canada;IPO;20240116;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 79 688 ; 1 783 651 ; 189 ; 9 
WIS0012;TSX;CI U.S. MidCap Dividend Index ETF;UMI; 39 446 212 ; 991 082 ; ETP ;;ON;Canada;IPO;20170921;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 192 938 ; 6 928 055 ; 433 ; 11 
CIU0001;TSX;CI U.S. Minimum Downside Volatility Index ETF;CUDV; 9 651 000 ; 400 000 ; ETP ;;ON;Canada;IPO;20230124;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 140 763 ; 3 073 160 ; 273 ; 11 
CIU0003;TSX;CI U.S. Money Market ETF;UMNY; 7 011 200 ; 140 000 ; ETP ;;ON;Canada;IPO;20230725;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 134 849 ; 6 756 447 ; 335 ; 11 
WIS0007;TSX;CI U.S. Quality Dividend Growth Index ETF;DGR; 546 865 662 ; 10 182 643 ; ETP ;;ON;Canada;IPO;20160714;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 1 400 052 ; 66 144 536 ; 5 330 ; 11 
CIU0002;TSX;CI Utilities Giants Covered Call ETF;CUTL; 2 252 500 ; 100 000 ; ETP ;;ON;Canada;IPO;20230221;;;;;;;;;;;;;;;;;CI GAM;Exchange Traded Funds;; 82 171 ; 1 570 032 ; 203 ; 11 
CIB0002;TSX;CIBC Active Investment Grade Corporate Bond ETF;CACB; 1 582 768 000 ; 78 200 000 ; ETP ;;ON;Canada;IPO;20190122;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 12 360 303 ; 244 077 437 ; 1 634 ; 11 
CIB0003;TSX;CIBC Active Investment Grade Floating Rate Bond ETF;CAFR; 427 635 000 ; 21 500 000 ; ETP ;;ON;Canada;IPO;20190122;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 4 006 045 ; 79 530 830 ; 997 ; 11 
CIB0012;TSX;CIBC Canadian Bond Index ETF;CCBI; 69 535 500 ; 3 775 000 ; ETP ;;ON;Canada;IPO;20210331;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 1 590 623 ; 28 517 315 ; 1 006 ; 11 
CIB0013;TSX;CIBC Canadian Equity Index ETF;CCEI; 498 913 870 ; 17 953 000 ; ETP ;;ON;Canada;IPO;20210331;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 1 037 919 ; 24 478 384 ; 1 235 ; 11 
CIB0019;TSX;CIBC Canadian Short-Term Bond Index ETF;CSBI; 14 399 000 ; 700 000 ; ETP ;;ON;Canada;IPO;20230123;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 340 010 ; 6 905 902 ; 235 ; 11 
CIB0009;TSX;CIBC Conservative Fixed Income Pool;CCNS; 1 823 000 ; 100 000 ; ETP ;;ON;Canada;IPO;20201029;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 61 977 ; 1 119 339 ; 98 ; 11 
CIB0011;TSX;CIBC Core Fixed Income Pool;CCRE; 53 104 940 ; 2 947 000 ; ETP ;;ON;Canada;IPO;20201029;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 1 688 480 ; 30 024 772 ; 1 836 ; 11 
CIB0010;TSX;CIBC Core Plus Fixed Income Pool;CPLS; 10 950 500 ; 605 000 ; ETP ;;ON;Canada;IPO;20201029;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 194 753 ; 3 482 442 ; 203 ; 11 
CIB0016;TSX;CIBC Emerging Markets Equity Index ETF;CEMI; 77 820 540 ; 3 999 000 ; ETP ;;ON;Canada;IPO;20210915;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 487 529 ; 8 916 962 ; 586 ; 11 
CIB0006;TSX;CIBC Flexible Yield ETF (CAD-Hedged);CFLX; 11 068 200 ; 645 000 ; ETP ;;ON;Canada;IPO;20200127;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 523 552 ; 8 916 124 ; 326 ; 11 
CIB0017;TSX;CIBC Global Bond ex-Canada Index ETF (CAD-Hedged);CGBI; 474 993 000 ; 26 700 000 ; ETP ;;ON;Canada;IPO;20210915;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 1 749 749 ; 30 730 335 ; 1 136 ; 11 
CIB0007;TSX;CIBC Global Growth ETF;CGLO; 110 433 400 ; 3 535 000 ; ETP ;;ON;Canada;IPO;20200727;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 1 045 949 ; 29 230 766 ; 2 539 ; 11 
CIB0008;TSX;CIBC International Equity ETF;CINT; 80 376 900 ; 3 390 000 ; ETP ;;ON;Canada;IPO;20200727;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 1 106 979 ; 25 547 842 ; 1 442 ; 11 
CIB0014;TSX;CIBC International Equity Index ETF;CIEI; 52 732 500 ; 2 225 000 ; ETP ;;ON;Canada;IPO;20210331;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 999 600 ; 23 191 246 ; 1 624 ; 11 
CIB0021;TSX;CIBC International Equity Index ETF (CAD-Hedged);CIEH; 2 072 000 ; 100 000 ; ETP ;;ON;Canada;IPO;20230227;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 98 157 ; 2 045 791 ; 418 ; 11 
CIB0015;TSX;CIBC U.S. Equity Index ETF;CUEI; 514 138 480 ; 15 352 000 ; ETP ;;ON;Canada;IPO;20210331;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 1 112 868 ; 32 101 935 ; 1 906 ; 11 
CIB0020;TSX;CIBC U.S. Equity Index ETF (CAD-Hedged);CUEH; 4 940 000 ; 200 000 ; ETP ;;ON;Canada;IPO;20230123;;;;;;;;;;;;;;;;;CIBC;Exchange Traded Funds;; 448 846 ; 9 822 821 ; 1 744 ; 11 
CIN0006;TSX;Cineplex Inc.;CGX; 962 939 817 ; 65 350 728 ; Comm. & Media ;;ON;Canada;IPO;20031125;;;;;;;;;;;;;;;;;;;; 80 028 799 ; 744 041 435 ; 327 881 ; 11 
CIP0001;TSX;Cipher Pharmaceuticals Inc.;CPH; 392 793 913 ; 25 589 180 ; Life Sciences ;;ON;Canada;Other;20040225;;;;;;;;;;;Pharmaceuticals;;;;;;;;; 11 136 033 ; 134 393 062 ; 58 838 ; 11 
MAC0010;TSX;Citadel Income Fund;CTF; 7 874 423 ; 3 149 769 ; Closed-End Funds ;;AB;Canada;IPO;20050217;;;;;;;;;;;;;;;;;Artemis Investment;Fund of Equities;FI Trust; 823 684 ; 2 043 571 ; 1 361 ; 11 
CLA0003;TSX;Clairvest Group Inc.;CVG; 1 023 704 445 ; 14 416 342 ; Financial Services ;;ON;Canada;;19870506;;;;;;;;;;;;;;;;;;;; 116 192 ; 8 250 775 ; 653 ; 11 
CLA0005;TSX;Clarke Inc.;CKI; 332 042 297 ; 13 951 357 ; Industrial Products & Services ;;NS;Canada;;19980316;;;;;;;;;;;;;;;;;;;; 327 698 ; 6 654 716 ; 1 213 ; 11 
COG0004;TSX;Cogeco Communications Inc.;CCA; 2 116 151 100 ; 30 230 730 ; Comm. & Media ;;QC;Canada;;19930705;;;;;;Composite;;;;;;;;;;;;;; 17 384 905 ; 1 069 266 635 ; 108 165 ; 11 
COG0001;TSX;Cogeco Inc.;CGO; 493 690 507 ; 8 040 562 ; Comm. & Media ;;QC;Canada;;19861203;;;;;;;;;;;;;;;;;;;; 4 546 914 ; 251 647 835 ; 36 298 ; 11 
COL0013;TSX;Colabor Group Inc.;GCL; 102 013 442 ; 102 013 442 ; Consumer Products & Services ;;QC;Canada;IPO;20050627;;;;;;;;;;Consumer Staples;;;;;;;;;; 20 374 382 ; 23 827 648 ; 7 630 ; 11 
V-04532;TSX;Collective Mining Ltd.;CNL; 384 081 430 ; 77 592 208 ; Mining ;;ON;Canada;TSXV Grad;20230906;NYSE Mkt;;;Y;Y;;;;;;;;;;;;;;; 11 428 359 ; 48 259 819 ; 18 491 ; 11 
FIR0031;TSX;Colliers International Group Inc.;CIGI; 10 542 461 125 ; 49 114 657 ; Real Estate ;;ON;Canada;;19930622;NasdaqGS;;;;;Composite;;;;;;Real Estate Operating Companies;;;;;;;; 13 088 583 ; 2 282 578 607 ; 107 626 ; 11 
COM0033;TSX;Commerce Split Corp.;YCM; 13 627 286 ; 2 689 596 ; Closed-End Funds ;;ON;Canada;IPO;20070215;;;;;;;;;;;;;;;;;Quadravest;Split Shares;Split Share Corp.; 455 004 ; 1 947 930 ; 701 ; 11 
COM0018;TSX;Computer Modelling Group Ltd.;CMG; 840 802 065 ; 81 949 519 ; Technology ;;AB;Canada;TSXV Grad;20031020;;;;Y;;;Y;;;;;;Software;;;;;;; 31 045 483 ; 354 951 577 ; 155 449 ; 11 
CON0090;TSX;Condor Energies Inc.;CDR; 133 984 972 ; 57 258 535 ; Oil & Gas ;;AB;Canada;IPO;20110411;;;;;;;;;;;;;;;;;;;; 8 761 097 ; 17 526 873 ; 12 567 ; 11 
CON0093;TSX;Condor Gold plc;COG; 80 847 838 ; 204 678 072 ; Mining ;;UK;UK/Europe;Other;20180115;AIM;;;;;;;;;;;;;;;;;;; 4 130 343 ; 1 825 960 ; 1 225 ; 11 
CON0092;TSX;Conifex Timber Inc.;CFF; 17 122 438 ; 40 767 710 ; Industrial Products & Services ;Forest Products & Paper;BC;Canada;TSXV Grad;20140520;;;;Y;Y;;;;;;;;;;;;;;; 5 130 911 ; 2 366 442 ; 2 778 ; 11 
CON0075;TSX;Constellation Software Inc.;CSU; 100 906 195 010 ; 26 145 584 ; Technology ;;ON;Canada;IPO;20060517;;;;;;60;;;;;;;Software;;;;;;; 6 926 101 ; 27 453 662 316 ; 125 812 ; 11 
V-04430;TSX;Converge Technology Solutions Corp.;CTS; 648 703 050 ; 193 066 384 ; Technology ;;ON;Canada;TSXV Grad;20210211;;;OTCQX;Y;Y;;;;;;;;IT Consulting & Services;;;;;;; 125 856 715 ; 564 699 043 ; 401 051 ; 11 
COO0001;TSX;Co-operators General Insurance Company;CCS; 83 400 000 ; 4 000 000 ; Financial Services ;;ON;Canada;;19970610;;;;;;;;;;;;;;;;;;;; 568 168 ; 11 352 120 ; 2 022 ; 11 
COP0013;TSX;Coppernico Metals Inc.;COPR; 49 645 357 ; 177 304 848 ; Mining ;;BC;Canada;Other;20240813;;;;;;;;;;;;;;;;;;;; 22 308 079 ; 8 474 176 ; 6 873 ; 4 
COR0003;TSX;Corby Spirit and Wine Limited;CSW; 358 848 580 ; 28 468 856 ; Consumer Products & Services ;;ON;Canada;;19690203;;;;;;;;;;Consumer Staples;;;;;;;;;; 4 071 013 ; 52 302 789 ; 16 794 ; 11 
COR0034;TSX;Corton Enhanced Income Fund;RAAA; 23 115 000 ; 2 300 000 ; ETP ;;ON;Canada;IPO;20240918;;;;;;;;;;;;;;;;;Corton Capital;Exchange Traded Funds;; 1 842 615 ; 18 479 477 ; 143 ; 3 
COR0021;TSX;Corus Entertainment Inc.;CJR; 22 548 598 ; 196 074 764 ; Comm. & Media ;;ON;Canada;Other;19990903;;;;;;;;;;;;;;;;;;;; 151 868 206 ; 47 253 767 ; 45 492 ; 11 
AET0001;TSX;COSCIENS Biopharma Inc.;CSCI; 15 824 788 ; 3 758 857 ; Life Sciences ;;QC;Canada;;19951218;NasdaqCM;;;;;;;;;;Biotechnology;;;;;;;;; 417 646 ; 2 220 966 ; 2 868 ; 11 
COV0004;TSX;Coveo Solutions Inc.;CVO; 385 601 901 ; 52 749 918 ; Technology ;;QC;Canada;IPO;20211124;;;;;;;;;;;;;Software;;;;;;; 31 606 722 ; 243 732 166 ; 143 810 ; 11 
CRE0015;TSX;Crescita Therapeutics Inc.;CTX; 11 123 688 ; 19 178 772 ; Life Sciences ;;ON;Canada;Other;20160307;;;;;;;;;;;Pharmaceuticals;;;;;;;;; 4 021 470 ; 2 146 103 ; 1 155 ; 11 
CRO0013;TSX;Crombie Real Estate Investment Trust;CRR; 1 557 858 982 ; 108 335 117 ; Real Estate ;;NS;Canada;IPO;20060322;;;;;;Composite;;;;;;REIT;;;;;;Income Trust;; 41 041 244 ; 573 994 667 ; 202 544 ; 11 
CRO0017;TSX;Cronos Group Inc.;CRON; 1 120 123 492 ; 382 294 707 ; Life Sciences ;Cannabis;ON;Canada;TSXV Grad;20180523;NasdaqGM;;;Y;Y;;;;;;Medical Marijuana;;;;;;;;; 36 364 190 ; 118 485 295 ; 123 554 ; 11 
CRO0016;TSX;Crown Capital Partners Inc.;CRWN; 16 494 742 ; 5 788 646 ; Financial Services ;;AB;Canada;IPO;20150709;;;;;;;;;;;;;;;;;;;; 143 036 ; 2 636 802 ; 768 ; 11 
CTR0001;TSX;CT Real Estate Investment Trust;CRT; 1 685 939 149 ; 109 547 703 ; Real Estate ;;ON;Canada;IPO;20131023;;;;;;Composite;;;;;;REIT;;;;;;Income Trust;; 33 938 139 ; 490 181 852 ; 160 476 ; 11 
CUI0001;TSX;CU Inc.;CIU; 132 328 000 ; 7 600 000 ; Utilities & Pipelines ;;AB;Canada;Other;20070417;;;;;;;;;;;;;;;;;;;; 975 618 ; 15 124 702 ; 1 310 ; 11 
