Symbol,Name
LEX,Longhorn Exploration Corp
LEXI,Lithium Energi Exploration Inc
LFC.P,Left Field Capital Corp
LFST,Lifeist Wellness Inc
LFST.WT.A,Lifeist Wellness Inc
LFST.WT.B,Lifeist Wellness Inc
LG,Lahontan Gold Corp
LGC,Lavras Gold Corp
LHI,Lendified Holdings Inc
LI,American Lithium Corp
LI.WT,American Lithium Corp WT
LILI,Li3 Lithium Corp
LILL.P,Little Fish Acquisition I Corp
LIO,Lion One Metals Ltd
LIS,Lithium South Development Corp
LIT,Argentina Lithium and Energy Corp
LITH,Lithium Chile Inc
LITT,Roadman Investments Corp
LKY,Lucky Minerals Inc
LL,Canada Rare Earth Corp
LLG,Mason Graphite Inc
LM,Lingo Media Corp
LME,Laurion Mineral Exploration Inc
LMG,Lincoln Gold Mining Inc
LMR,Lomiko Metals Inc
LMS,Latin Metals Inc
LONE,Lithium One Metals Inc
LORD,ST James Gold Corp
LOT,Tomagold Corp
LOTA,Delota Corp
LOU,Lucero Energy Corp
LOVE,Cannara Biotech Inc
LPC,Lorne Park Capital Partners Inc
LPK,Lupaka Gold Corp
LPS,Legend Power Systems Inc
LPS.WT.A,Legend Power Systems Inc WT A
LQWD,Lqwd Fintech Corp
LR,Luminex Resources Corp
LRA,Lara Exploration Ltd
LRT.UN,Lanesborough R.E. Investment Trust
LSD.H,Lightspeed Discoveries Inc
LTE,Lite Access Technologies Inc
LTH,Lithium Ionic Corp
LTV,Leonovus Inc
LUCK,Real Luck Group Ltd
LUM,Lumina Gold Corp
LVX,Leviathan Gold Ltd
LX.H,Lincoln Ventures Ltd
LXG,Lexagene Holdings Inc
MAE,Maritime Resources Corp
MAH,Marksmen Energy Inc
MAI,Minera Alamos Inc
MAND.P,Mandeville Ventures Inc
MAPS,Prostar Holdings Inc
MAR.UN,Marwest Apartment REIT
MARV,Marvel Discovery Corp
MAS,Mas Gold Corp
MASS,Masivo Silver Corp
MATE,Blockmate Ventures Inc
MAU,Montage Gold Corp
MAX,Max Resource Corp
MAZ.H,Mazarin Inc
MBI.H,Med Biogene Inc
MCF.H,Pinedale Energy Limited
MCG,Mountain China Resorts Holding Ltd
MCI,Minnova Corp
MCLD,Mcloud Technologies Corp
MCM.A,Matachewan Cons Mines
MCX,Mcorpcx Inc
MD,Midland Exploration Inc
MDL,Medallion Resources Ltd
MDM,Madoro Metals Corp
MDX,Medx Health Corp
MED,Medgold Resources Corp
MEED.P,Meed Growth Corp
MEK,Metals Creek Resources Corp
MENE,Mene Inc
MERG,Metal Energy Corp
MET,Metalore Resources Ltd
MEX,Mexican Gold Mining Corp
MEX.WT,Mexican Gold Corp WT
MFA.P,Mayfair Acquisition Corporation
MFG,Mayfair Gold Corp
MGC.H,Midasco Capital Corp
MGG,Minaurum Gold Inc
MGI,Magnum Goldcorp Inc
MGM,Maple Gold Mines Ltd
MGR,Magna Gold Corp
MHI,Mineral Hill Industries Ltd
MHUB,Minehub Technologies Inc
MILL,Millbank Mining Corp
MIM,Mimedia Holdings Inc
MIMI,Mimis Rock Corp
MINE,Inomin Mines Inc
MIR,Medmira Inc
MIT,The Mint Corp
MJS,Majestic Gold Corp
MKA,Mkango Resources Ltd
MKO,Mako Mining Corp
MKR,Melkior Resources Inc
MKT,Deepmarkit Corp
MLY,Multi-Metal Development Ltd
MMA,Midnight Sun Mining Corp
MMG,Metallic Minerals Corp
MMM,Minco Capital Corp
MMN,Monarca Minerals Inc
MMS,Macarthur Minerals Ltd
MMV,Mineral Mountain Resources Ltd
MMY,Monument Mining Ltd
MN,Manganese X Energy Corp
MN.WT,Manganese X Energy Corp WT
MNC,Magnetic North Acquisition Corp
MNLX,Miniluxe Holding Corp
MNOW,Mednow Inc
MNRL,Monumental Minerals Corp
MNTO,Minto Metals Corp
MNTR,Mantaro Precious Metals Corp
MNX,Manitex Capital Inc
MON,Montero Mining and Exploration Ltd
MONT,Montfort Capital Corp
MONT.PR.A,Timia Capital Corp Pref A
MOON,Blue Moon Metals Inc
MOS,Mobi724 Global Solutions Inc
MOX,Morien Resources Corp
MPH,Medicure Inc
MPM,Millennial Precious Metals Corp
MRO,Millrock Resources Inc
MRS,Mission Ready Solutions Inc
MRVL,Marvel Biosciences Corp
MRZ,Mirasol Resources Ltd
MSC,Millenium Silver Corp
MSCL,Satellos Bioscience Inc
MSP,Minaean SP Construction Corp
MSR,Minsud Resources Corp
MT,M3 Metals Corp
MTA,Metalla Royalty & Streaming Ltd
MTB,Mountain Boy Minerals Ltd
MTC,Metalcorp Ltd
MTH,Mammoth Resources Corp
MTLO,Martello Technologies Group Inc
MTS,Metallis Resources Inc
MTT,Magna Terra Minerals Inc
MTU,Manitou Gold Inc
MTX,Metalex Ventures Ltd
MUN,Mundoro Capital Inc
MUR,Murchison Minerals Ltd
MUSH,The Good Shroom CO Inc
MUST.H,Must Capital Inc
MVAI,Minerva Intelligence Inc
MVD.H,Mega View Digital Entertainment Corp
MVI.H,Monitor Ventures Inc
MVY,Moovly Media Inc
MWX,Mineworx Technologies Ltd
MWX.RT,Mineworx Technologies Ltd RTS
MXL.H,Mx Gold Corp
MYID,Reklaim Ltd
MYLK,The Planting Hope Company Inc
MZN,Metallum Resources Inc
NAM,New Age Metals Inc
NAR,North Arrow Minerals Inc
NAU,Nevgold Corp
NBLC,Nobel Resources Corp
NBM,NEO Battery Materials
NBR,Nubian Resources Ltd
NBVA,Nubeva Technologies Ltd
NBY,Niobay Metals Inc
NCAU,Newcore Gold Ltd
NCI,Ntg Clarity Networks Inc
NCX,Northisle Copper and Gold Inc
NDA,Neptune Digital Assets Corp
NDVA,Indiva Ltd
NED,New Destiny Mining Corp
NET.UN,Canadian Net Real Estate Investment
NEV,Nevada Sunrise Gold Corp
NEW,New Target Mining Corp
NEWO,Neworigin Gold Corp
NEWU,Newtopia Inc
NEXE,Nexe Innovations Inc
NFG,New Found Gold Corp
NGC,Northern Graphite Corp
NGE,Nevada Exploration Inc
NGEN,Nervgen Pharma Corp
NGEX,Ngex Minerals Ltd
NGMD,Nugen Medical Devices Inc
NGY,Nexera Energy Inc
NHHH,Fuelpositive Corp
NHP,Lumiera Health Inc
NICL,Nickel Rock Resources Inc
NICN,Nican Limited
NICU,Magna Mining Inc
NIKL,Gk Resources Ltd
NILI,Surge Battery Metals Inc
NIM,Nicola Mining Inc
NIO,Niocan Inc
NIR,Noble Iron Inc
NKG,Nevada King Gold Corp
NKL,Conic Metals Corp
NKW.H,Oceanic Wind Energy Inc
NLH,Nova Leap Health Corp
NMG.H,Noble Metal Group Incorporated
NMI,Namibia Critical Metals Inc
NNX,Nickel North Exploration Corp
NOB,Noble Mineral Exploration Inc
NOC,Norseman Silver Inc
NOCR,Norden Crown Metals Corp
NORA,Norra Metals Corp
NORR,Norrland Gold Corp
NOU,Nouveau Monde Graphite Inc
NOVR,Nova Royalty Corp
NOW,Nowvertical Group Inc
NOW.WT,Nowvertical Group Inc
NPA,Alphinat Inc
NPR,North Peak Resources Ltd
NPTH,Neupath Health Inc
NRG,Newrange Gold Corp
NRM,Noram Lithium Corp
NRN,Northern Shield Resources Inc
NRX,Nurexone Biologic Inc
NSC,Nevada Silver Corp
NSCI,Nanalysis Scientific Corp
NSE,New Stratus Energy Inc
NSP,Naturally Splendid Enterprises Ltd
NTE,Network Media Group Inc
NU,Neutrisci International Inc
NUG,Nulegacy Gold Coporation
NVI,Novra Technologies Inc
NVT,Nortec Minerals Corp
NVX,NV Gold Corp
NWST,Northwest Copper Corp
NWX,Newport Exloration Ltd
NXG,Nexgenrx Inc
NXH,Next Hydrogen Solutions Inc
NXLV,Nexliving Communities Inc
NXO,Nexoptic Technology Corp
NXS,Nexus Gold Corp
NZ,New Zealand Energy Corp
NZN,Nevada Zinc Corp
NZP,Chatham Rock Phosphate Ltd
OAM,Overactive Media Corp
OC,Olive Resource Capital Inc
OCAP.P,Ocean Shore Capital Corp
OCG,Outcrop Silver & Gold Corp
OCO,Oroco Resource Corp
ODD,Odd Burger Corp
ODV,Osisko Development Corp
ODV.WT,Osisko Development Corp Wts
ODX.H,Odyssey Resources Ltd
OEC.H,Oracle Energy Corp
OEE,Memex Inc
OEG.H,Onenergy Inc
OG,Oragin Foods Inc
OGN,Orogen Royalties Inc
OGO,Organto Foods Inc
OIII,O3 Mining Inc
OLV,Olivut Resources Ltd
OM,Osisko Metals Incorporated
OMG,Omai Gold Mines Corp
OMI,Orosur Mining Inc
OML,Omni-Lite Industries Canada Inc
OMM,Omineca Mining and Metals Ltd
ONE,01 Communique Laboratory Inc
OOOO,Entertainment Commerce Ltd
OOR,Opus One Gold Corp
OPEN.P,Opensesame Acquisition Corp
OPHR,Ophir Gold Corp
OPV,Optimum Ventures Ltd
OPW,Opawica Explorations Inc
ORC.B,Orca Energy Group Inc Cl B
ORM,Orford Mining Corp
ORS,Orestone Mining Corp
ORX,Orefinders Resources Inc
OSI,Osino Resources Corp
OSS,Onesoft Solutions Inc
OTC,Ocumetics Technology Corp
OTGO.H,O2Gold Inc
OTS.H,Optimus Gold Corp
OVT,Oculus Visiontech Inc
OWN,Rex Resources Corp
OYL,Cgx Energy Inc
OZ,Outback Goldfields Corp
OZAU,Queensland Gold Hills Corp
PA,Palamina Corp
PAC,Pacton Gold Inc
PAN,Pangolin Diamonds Corp
PAR.H,Parent Capital Corp
PAS,Pascal Biosciences Inc
PBM,Pacific Bay Minerals Ltd
PBX,Powerband Solutions Inc
PCAA.P,PC 1 Corp
PCLO,Pharmacielo Ltd
PCP.P,Pender Street Capital Corp
PCQ,Petrolympic Ltd
PDM,Palladium One Mining Inc
PE,Pure Energy Minerals Ltd
PEAK,Sun Peak Metals Corp
PEAS,Global Food and Ingredients Ltd
PEGA,Pegasus Resources Inc
PEI,Prospera Energy Inc
PEM.P,Penbar Capital Ltd
PEMC,Pacific Empire Minerals Corp
PER,Peruvian Metals Corp
PERU,Chakana Copper Corp
PESO,Pesorama Inc
PESO.WT,Pesorama Inc.
PEX,Pacific Ridge Exploration Ltd
PFC,Petrofrontier Corp
PFM,Prontoforms Corp
PGC,Plato Gold Corp
PGDC,Patagonia Gold Corp
PGE,Stillwater Critical Minerals
PGLD,P2 Gold Inc
PGM,Pure Gold Mining Inc
PGP,Power Group Projects Corp
PGV,Prodigy Ventures Inc
PGX,Prosper Gold Corp
PGZ,Pan Global Resources Inc
PHA,Premier Health of America Inc
PHC,Pathway Health Corp
PHD,Providence Gold Mines Inc
PHNM,Phenom Resources Corp
PINE.UN,Pine Trail Real Estate Investment Trust
PINK,Perimeter Medical Imaging Ai Inc
PJX,Pjx Resources Inc
PKT,Parkit Enterprise Inc
PLA,Plata Latina Minerals Corp
PLAN,Progressive Planet Solutions Inc
PLRB,Pluribus Technologies Corp
PLUR,Plurilock Securityinc
PLXX.P,Planet X II Capital Corp
PLY,Playfair Mining Ltd
PMET,Patriot Battery Metals Inc
PMKR,Playmaker Capital Inc
PML,Panoro Minerals Ltd
PMR,Prime Meridian Resources Corp
PMX,Proam Exploration Corp
PNG,Kraken Robotics Inc
PNN,Pambili Natural Resources Corp
PNPN,Power Nickel Inc
PNRL,Premium Nickel Resources Ltd
PNTR,Pantera Silver Corp
POE,Pan Orient Energy Corp
POND,Pond Technologies Holdings Inc
POOL,Pool Safe Inc
POPR,Popreach Corporation
POR,Portofino Resources Inc
PPE.H,Pacific Paradym Energy Inc
PPM,Pacific Imperial Mines Inc
PPP,Prospector Metals Corp
PPX,Ppx Mining Corp
PQE,Petroteq Energy Inc
PRB,Probe Metals Inc
PRG,Precipitate Gold Corp
PRH,Pearl River Holdings Ltd
PRO,Pershimex Resources Corp
PRS,Prism Resources Inc
PRYM,Prime Mining Corp
PSYB,Psybio Therapeutics Corp
PTC,Petrox Resources Corp
PTE,Pioneering Technology Corp
PTEC,Principal Technolgies Inc
PTF,Pender Growth Fund Inc
PTFY,Plantify Foods Inc
PTK,Poet Technologies Inc
PTP.H,Petrichor Energy Inc
PTU,Purepoint Uranium Group Inc
PUC,Pancontinental Resources Corp
PUL,Pulse Oil Corp
PUMA,Puma Exploration Inc
PVF.PR.U,Partners Value Investments Series 1 Pref
PVF.UN,Partners Value Investments LP
PVF.WT,Partners Value Investments WT
PVT,Pivotree Inc
PWM,Power Metals Corp
PX,Pelangio Exploration Inc
PXI,Planet Ventures Inc
QCCU,QC Copper and Gold Inc
QCX,Qcx Gold Corp
QGR,Q Gold Resources Ltd
QIPT,Quipt Home Medical Corp
QIPT.DB.A,Quipt Home Medical Corp
QIS,Quorum Information Technologies Inc
QMC,Qmc Quantum Minerals Corp
QNC,Quantum Emotion Corp
QPM,Quebec Precious Metals Corp
QPT,Quest Pharmatech Inc
QRO,Quadro Resources Inc
QST,Questor Technology Inc
QUIS,Quisitive Technology Solutions Inc
QURI,Quri Mayu Developments Ltd
QYOU,Qyou Media Inc
QZM,Quartz Mountain Resources Ltd
RAC.P,Riverwalk Acquisition Corp
RAK,Rackla Metals Inc
RAU,Resouro Gold Inc
RBX,Robex Resources Inc
RCK,Rock Tech Lithium Inc
RCK.WT,Rock Tech Lithium Inc.
RCT,Rochester Resources Ltd
RDG,Ridgeline Minerals Corp
RDS,Radisson Mining Resources Inc
RDU,Radius Gold Inc
RE,Re Royalties Ltd
RECO,Reconnaissance Energy Africa Ltd
RECO.WT.A,Reconnaissance Energy Africa Ltd
REE,E Tech Resources Inc
REG,Regulus Resources Inc
REKO,Reko International Group Inc
RET,Reitmans Canada
RET.A,Reitmans [Canada] Ltd Cl A NV
REVO,Revolugroup Canada Inc
REVV,Revolve Renewable Power Corp
REX,Orex Minerals Inc
REYG,Reyna Gold Corp
RG,Romios Gold Resources Inc
RGD,Reunion Gold Corp
RGG,React Gaming Group Inc
RGI,Reco International Group Inc
RHC,Royal Helium Ltd
RHC.WT,Royal Helium Ltd WT
RHT,Reliq Health Technologies Inc
RIO,Rio2 Ltd
RIWI,Riwi Corp
RJX.A,Rjk Explorations Ltd Cl A Sv
RK,Rockhaven Resources Ltd
RKR,Rokmaster Resources Corp
RKV,Rakovina Therapeutics Inc
RLP,Realia Properties Inc
RLYG,Riley Gold Corp
RMD,Richmond Minerals Inc
RMI,Ridgestone Mining Inc
RML,Rusoro Mining Ltd
RMO,Rainy Mountain Royalty Corp
RNCH,Melior Resources Inc
ROAR,Lion Rock Resources Inc
ROCK,Rockridge Resources Ltd
ROI,Route1 Inc
ROK,Rok Resources Inc
ROK.WT,Rok Resources Inc.
ROMJ,Rubicon Organics Inc
ROMJ.WT,Rubicon Organics Inc WT
ROOF,Northstar Clean Technologies Inc
ROOF.WT,Northstar Clean Technologies Inc WT
ROS,Roscan Gold Corp
ROVR,Rover Metals Corp
ROX,Canstar Resources Inc
RP,Replicel Life Sciences Inc
RPX,Red Pine Exploration Inc
RRI,Riverside Resources Inc
RRR.UN,R and R Real Estate Investment Trust
RRS,Rogue Resources Inc
RSLV,Reyna Silver Corp
RSMX,Regency Silver Corp
RSS,Resaas Services Inc
RTH,Rathdowney Resources Ltd
RTI,Radient Technologies Inc
RTM,Rt Minerals Corp
RUG,Rugby Resources Ltd
RUM,Rocky Mountain Liquor Inc
RUN.H,Running Fox Resource Corp
RUP,Rupert Resources Ltd
RV,Discovery One Investment Corp
RVG,Revival Gold Inc
RVLY,Rivalry Corp
RW,Renoworks Software Inc
RX,Biosyent Inc
RYE,Rhyolite Resources Ltd
RYO,Rio Silver Inc
RYR,Royal Road Minerals Ltd
RYU,Ryu Apparel Inc
RZE,Razor Energy Corp
SA.H,Southern Arc Minerals Inc
SAE,Sable Resources Ltd
SAG,Sterling Metals Corp
SAI.H,Sunshine Agri Tech Inc
SALT,Atlas Salt Inc
SAO,South Atlantic Gold Inc
SAT,Asian Television Network Int Ltd
SATO,Canada Computational Unlimited Corp
SAWC.P,Sayward Capital Corp
SAY,Sparta Capital Ltd
SB,Stratabound Minerals Corp
SBBC,Simply Better Brands Corp
SBIO,Sabio Holdings Inc
SBM,Sirona Biochem Corp
SBMI,Silver Bullet Mines Corp
SBO.H,Schwabo Capital Corp
SC.H,Serrano Resources Ltd
SCAN,Liberty Defense Holdings Ltd
SCD,Samoth Oilfield Inc
SCLT,Searchlight Resources Inc
SCOT,Scottie Resources Corp
SCPT.A,Starlight US Multi Family 2 Core Plus Fd
SCRS.P,ST Charles Resources Inc
SCZ,Santacruz Silver Mining Ltd
SDI,Stampede Drilling Inc
SDR,Stroud Resources Ltd
SEB,Smart Employee Benefits Inc
SECU,Ssc Security Services Corp
SEI,Sintana Energy Inc
SEI.WT,Sintana Energy Inc Wts
SEV,Spectra7 Microsystems Inc
SEVN.P,Seven Oaks Capital Corp
SFR,Sandfire Resources America Inc
SFT,Softrock Minerals Ltd
SGC,Solstice Gold Corp
SGE,Strategem Capital Corp
SGI,Superior Gold Inc
SGMD,Salona Global Medical Device Corp
SGML,Sigma Lithium Corp
SGN,Scorpio Gold Corp
SGO,Sonoro Gold Corp
SGU,Signature Resources Ltd
SGZ,Sego Resources Inc
SHL,Spruce Ridge Resources Ltd
SIC,Sokoman Minerals Corp
SIE,Sienna Resources Inc
SILV,Silver Valley Metals Corp
SJR.A,Shaw Communications Inc
SKP,Strikepoint Gold Inc
SKRR,Skrr Exploration Inc
SKYG,Sky Gold Corp
SLG,San Lorenzo Gold Corp
SLHG,Skylight Health Group Inc
SLI,Standard Lithium Ltd
SLK,Silk Road Energy Inc
SLMN,Solis Minerals Ltd
SLVR,Silver Tiger Metals Inc
SMD,Strategic Metals Ltd
SME,Sama Resources Inc Ressources Sama Inc
SML,Southstone Minerals Ltd
SMN,Sun Summit Minerals Corp
SMP,Southern Empire Resources Corp
SMR.H,Shine Minerals Corp
SMRV,Smooth Rock Ventures Corp
SMY,Search Minerals Inc
SNG,Silver Range Resources Ltd
SNM,Shamaran Petroleum Corp
SNS,Select Sands Corp
SNV,Sonoro Energy Ltd
SNYB,Shiny Health & Wellness Corp
SOI,Sirios Resources Inc
SOIL,Saturn Oil and Gas Inc
SOIL.WT,Saturn Oil and Gas Inc WT
SOIL.WT.A,Saturn Oil & Gas Inc.
SOIL.WT.B,Saturn Oil & Gas Inc
SOLI.P,Solid Impact Investments Corp
SOLR,Solar Alliance Energy Inc
SOMA,Soma Gold Corp
SOO.P,Spectre Capital Corp
SOP.H,Soperior Fertilizer Corp
SOU,Southern Energy Corp
SPA,Spanish Mountain Gold Ltd
SPC,Spc Nickel Corp
SPD,Silver Predator Corp
SPI,Canadian Spirit Resources Inc
SPN,Snipp Interactive Inc
SPOT,Earthlabs Inc
SPP,Spot Coffee Ltd
SPRQ,Sparq Corp
SPRX,Sparx Technology Inc
SPX,Stellar Africagold Inc
SPZ,Superbuzz Inc
SQD,Sqi Diagnostics Inc
SR,Strategic Resources Inc
SRA,Stria Lithium Inc
SRC,Stakeholder Gold Corp
SRE,Saville Resources Inc
SRES,Sun Residential REIT
SRG,Srg Graphite Inc
SRI,Sparton Resources Inc
SRL,Salazar Resources Ltd
SRR,Source Rock Royalties Ltd
SRR.WT,Source Rock Royalties Ltd Wts
SSA,Spectra Products Inc
SSE,Silver Spruce Resources Inc
SSS.P,Samurai Capital Corp
SSV,Southern Silver Exploration Corp
SSVR,Summa Silver Corp
SSX.P,Sleeping Giant Capital Corp
STA,Sanatana Resources Inc
STE,Starr Peak Mining Ltd
STG,Stone Gold Inc
STH,Stelmine Canada Ltd
STMP,Stamper Oil & Gas Corp
STND,Standard Uranium Ltd
STNG,Stinger Resources Inc
STRR,Star Royalties Ltd
STRR.WT,Star Royalties Ltd WT
STS,South Star Mining Corp
STU,Stuhini Exploration Ltd
STUD,Stallion Gold Corp
STUV,Stuve Gold Corp
SUGR,Sugarbud Craft Growers Corp
SUGR.WR,Sugarbud Craft Growers Corp Wr
SUI,Superior Mining International Corp
SUP,Northern Superior Resources Inc
SURF.A,Starlight US Residential Fund CAD
SURG,Surge Copper Corp
SUU.H,Strathmore Plus Energy Corp
SVE,Silver One Resources Inc
SVG,Silver Grail Resources Ltd
SVP.H,Sceptre Ventures Inc
SVS,Solarvest Bioenergy Inc
SVTN,Silverton Metals Corp
SWA,Sarama Resources Ltd
SWAN,Black Swan Graphene Inc
SWLF,Silver Wolf Exploration Ltd
SXL,Slam Exploration Inc
SYG,Sylla Gold Corp
SYH,Skyharbour Resources Ltd
TAJ,Tajiri Resources Corp
TAL,Petrotal Corp
TAO,Tag Oil Ltd
TAU,Thesis Gold Inc
TBIX,Trustbix Inc
TBK,Trailbreaker Resources Ltd
TBLL,Tombill Mines Ltd
TBR,Timberline Resources Corp
TBRD,Thunderbird Entertainment Group Inc
TBX,Turmalina Metals Corp
TCEC,Tisdale Clean Energy Corp
TCK.P,Trillium Acquisition Corp
TCO,Transatlantic Mining Corp
TDG,Tdg Gold Corp
TEA,Tearlach Resources Ltd
TECT,Tectonic Metals Inc
TELO,Telo Genomics Corp
TEM,Tembo Gold Corp
TES,Tesoro Minerals Corp
TEST,Flurotech Ltd
TFM,Transforma Resources Corp
TG,Trifecta Gold Ltd
TGH,Tornado Global Hydrovacs Ltd
TGM,Trillium Gold Mines Inc
TGOL,Thunder Gold Corp
TGX,True North GEMS Inc
THNK,Think Research Corp
THP,Totally Hip Technologies Inc
THRM,Therma Bright Inc
THX,Thor Explorations Ltd
TIE,Coloured Ties Capital Inc
TIG,Triumph Gold Corp
TII,Terra Firma Capital Corp
TIL,Till Capital Corp
TIP.H,Tyner Resources Ltd
TK,Tinka Resources Ltd
TKU,Tarku Resources Ltd
TKX,Trackx Holdings Inc
TLA,Titan Logix Corp
TLT,Theralase Technologies Inc
TLT.WT,Theralase Technologies Inc WT
TM,Trigon Metals Inc
TMC,Trench Metals Corp
TMET,Torr Metals Inc.
TMG,Thermal Energy International Inc
TMRR,Tempus Resources Ltd
TMS.H,Targeted Microwave Solutions Inc
TNA,Evergreen Gaming Corp
TNO.H,Terreno Resources Corp
TNR,Tnr Gold Corp
TOH,Total Helium Ltd
TOH.WT,Total Helium Ltd Wts
TOI,Topicus.com Inc
TORA,Taura Gold Inc
TORC,Tinone Resources Inc
TORO,Pucara Gold Ltd
TORQ,Torq Resources Inc
TORR,Torrent Capital Ltd
TPC,Tenth Avenue Petroleum Corp
TPL,Tethys Petroleum Ltd
TR,Troubadour Resources Inc
TRA,Teras Resources Inc
TRBE,Tribe Property Technologies Inc
TRE,Toubani Resources Inc
TRIG.P,Gravitas III Capital Corp
TRO,Taranis Resources Inc
TRS,Tres-Or Resources Ltd
TRU,Tru Precious Metals Corp
TRV.P,Treviso Capital Corp
TSD,Tsodilo Resources Ltd
TSG,Tristar Gold Inc
TSLV,Tier One Silver Inc
TTG,Trans Canada Gold Corp
TTGI,Turnium Technology Group Inc
TTI,Thiogenesis Therapeutics Corp
TTO.H,Atoro Capital Corp
TTS,Tintina Mines Ltd
TTZ,Total Telcom Inc
TUD,Tudor Gold Corp
TUF,Honey Badger Silver Inc
TUO,Teuton Resources Corp
TVC,Three Valley Copper Corp
TVI,Tvi Pacific Inc
TWR,Tower Resources Ltd
TWY,Twyford Ventures Inc
TZR,Terrace Energy Corp
UCU,Ucore Rare Metals Inc
UFC,Urbanfund Corp
UGD,Unigold Inc
UGE,Uge International Ltd
UI,Urbanimmersive Inc
ULT,Ultra Lithium Inc
UNO.H,Northern Uranium Corp
UNV,Universal Copper Ltd
UPI,Universal Proptech Inc
URC,Uranium Royalty Corp
URC.WT,Uranium Royalty Corp WT
USCM,US Critical Metals Corp
USCU,US Copper Corp
USHA,Usha Resources Ltd
USS,Uniserve Communications Corp
UWE,U3O8 Corp
VAU,Viva Gold Corp
VAX,Vantex Resources Ltd
VCC.P,Veteran Capital Corp
VCI,Vitreous Glass Inc
VCT,Volt Carbon Technologies Inc
VCU,Vizsla Copper Corp
VCV,Vatic Ventures Corp
VDKA,Forbidden Spirits Distilling Corp
VDO.H,Nevado Resources Corp
VEC,Vanadian Energy Corp
VEIN,Pasofino Gold Ltd
VENZ,Venzee Technologies Inc
VER.H,Verisante Technology Inc
VERT,Vertical Explorations Inc
VERY,The Very Good Food Company Inc
VG,Volcanic Gold Mines Inc
VGD,Visible Gold Mines Inc
VGN,Greencastle Res Ltd
VIO,Vior Inc
VIP,Vip Entertainment Tech Inc
VIPR,Silver Viper Minerals Corp
VIS,Visionstate Corp
VIV,Avivagen Inc
VIZ,Visionary Gold Corp
VKG.H,Norse Gold Corp
VLC,Velocity Minerals Ltd
VLI,Vision Lithium Inc
VM,Voyageur Pharmaceuticals Ltd
VMC,Vicinity Motor Corp
VML,Viscount Mining Corp
VMS,Vms Ventures Inc.
VO,Valore Metals Corp
VOL,Volatus Aerospace Corp
VOL.WT,Volatus Aerospace Corp Wts
VONE,Voyager Metals Inc
VOTI,Voti Detection Inc
VOX,Vox Royalty Corp
VPI,Vitality Products Inc
VPT,Ventripoint Diagnostics Ltd
VQA,Valterra Resource Corp
VRB,Vanadiumcorp Resource Inc
VRR,Vr Resources Ltd
VRY,Petro Victory Energy Corp
VSR,Vanstar Mining Resources Inc
VTT,Vendetta Mining Corp
VTX,Vertex Resource Group Ltd
VUI,Virginia Energy Resources Inc
VUL,Vulcan Minerals Inc
VUX,Vital Energy Inc
VVC,Vvc Exploration Corp
VXL,Vaxil Bio Ltd
VXTR,Voxtur Analytics Corp
VZLA,Vizsla Resources Corp
VZZ,Val-D'Or Mining Corp
WA,Western Atlas Resources Inc
WAGR,Champion Gaming Group Inc
WAM,Western Alaska Minerals Corp
WAR,Warrior Gold Inc
WAT.P,Whatcom Capital II Corp
WATR,Current Water Technologies Inc
WAVE,Waverley Pharma Inc
WBE,Westbond Enterprises Corp
WCC,Consolidated Woodjam Copper Corp
WCE,Wescan Energy Corp
WCU,World Copper Ltd
WE,Wecommerce Holdings Ltd
WEB,Westbridge Energy Corp
WED,The Westaim Corp
WEE,Wavefront Technology Solutions Inc
WEII,Wolverine Energy and Infrastructure Inc
WEX,Western Exploration Inc
WFLD,Wellfield Technologies Inc
WGF,Wescan Goldfields Inc
WGLD,Western Gold Exploration Ltd
WGO,White Gold Corp
WHG,Whitehorse Gold Corp
WHN,Westhaven Gold Corp
WHN.WT,Westhaven Gold Corp WT
WHY,West High Yield Resources Ltd
WI,The Western Investment CO of Cda Ltd
WIL,Wilton Resources Inc
WIN,Windfall Geotek Inc
WINS,Winshear Gold Corp
WISH,Wishpond Technologies Ltd
WITT.P,Wittering Capital Corp
WKG,Westkam Gold Corp
WLCO,The Welltold Company Inc
WLF,Wolfden Resources Corp
WMG,Western Magnesium Corp
WMK,Whitemud Resources Inc
WML,Wealth Minerals Ltd
WMS,Western Metallica Resources Corp
WP,Western Pacific Trust Company
WR.H,Worldwide Resources Corp
WRI,Waseco Resources Inc
WRR,Walker River Resources Corp
WSK,Wildsky Resources Inc
WVM,West Vault Mining Inc
WWT,Water Ways Technologies Inc
XAG,Xtierra Inc
XGC,Xali Gold Corp
XIM,Ximen Mining Corp
XND,Xander Resources Inc
XPLR,Xplore Resources Corp
XRTX,Xortx Therapeutics Inc
XTM,Transition Metals Corp
XTT,X Terra Resources Inc
XX,Avante Logixx Inc
XYBN,Xybion Digital Inc
XYZ,Anacortes Mining Corp.
YAK,Mongolia Growth Group Ltd
YAY.P,Toronto Cleantech Capital Inc
YEG,Yorkton Equity Group Inc
YES,Char Technologies Ltd
YFI,Edgewater Wireless Systems Inc
YGT,Gold Terra Resource Corp
YNV,Ynvisible Interactive Inc
YOO,Yangaroo Inc
YORK,York Harbour Metals Inc.
YTY,Wi2Wi Corp
YVR.P,Badger Capital Corp
Z.H,Zinc One Resources Inc
ZAC,Zacatecas Silver Corp
ZACA,Zacapa Resources Ltd
ZBNI,Zeb Nickel Corp.
ZC,Zimtu Capital Corp
ZCC.H,Zena Mining Corp
ZDC,Zedcor Inc
