Co_ID;PO ID;Exchange;Name;" Root
Ticker "; MarketCap ; OutstandingShares ;Sector; Sub-Sector ;"HQ
Location";"HQ
Region";Listing Type;Listing Date;Interlisted;OTC;CPC;CompositeIndex;2024 Venture 50;USA City;Asia Region;Israel Related;Clean Technology Primary Industry;Cleantech Sub-Sector;"Consumer Products & Services
Sub-Sector"; Life Sciences Sub-Sector ; Real Estate Sub-Sector ; Technology Sub-Sector ;Trust; Volume ; Value ; Trades ; MonthsTrading 
V-00972;1023824;TSXV;Intouch Insight Ltd.;INX; 13 526 978 ; 25 522 600 ;Technology;;ON;Canada;;;;OTCQX;;;;;;;;;;;; Software ;; 3 557 979 ; 1 589 318 ; 836 ;11
V-01147;17561;TSXV;Intrepid Metals Corp.;INTR; 18 547 248 ; 47 557 047 ;Mining;;NV;USA;COB;20220502;;OTCQB;;;;Las Vegas;;;;;;;;;; 22 023 921 ; 12 480 518 ; 7 839 ;11
V-01023;1092131;TSXV;Inventronics Limited;IVX; 3 653 359 ; 4 871 145 ;Industrial Products & Services;;AB;Canada;;;;;;;;;;;;;;;;;; 680 104 ; 567 866 ; 445 ;11
V-02607;1114355;TSXV;Inventus Mining Corp.;IVS; 10 977 894 ; 182 964 904 ;Mining;;ON;Canada;Other;20070905;;;;;;;;;;;;;;;; 12 234 508 ; 559 752 ; 691 ;11
V-01146;1004693;TSXV;InZinc Mining Ltd.;IZN; 2 468 042 ; 123 402 084 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 10 693 238 ; 264 533 ; 468 ;11
V-04806;1185750;TSXV;Iocaste Ventures Inc.;ICY.P; 392 184 ; 11 205 260 ;CPC;;AB;Canada;IPO/CPC;20211110;;;Y;;;;;;;;;;;;; 111 690 ; 4 984 ; 20 ;8
V-04607;1183445;TSXV;Ionik Corporation;INIK; 34 916 544 ; 317 423 129 ;Technology;Gaming;ON;Canada;QT;20200708;;OTCQX;Y;;;;;;;;;;; Gaming ;; 7 385 141 ; 1 013 741 ; 1 198 ;11
V-04305;1177295;TSXV;Itafos Inc.;IFOS; 321 321 528 ; 186 814 842 ;Mining;Agriculture;TX;USA;TSX Comedown;20160712;;;;;;Houston;;;;;;;;;; 6 850 052 ; 9 995 982 ; 4 025 ;11
V-04775;1185290;TSXV;J4 Ventures Inc.;JJJJ.P; 384 750 ; 8 550 000 ;CPC;;BC;Canada;IPO/CPC;20210820;;;Y;;;;;;;;;;;;; 107 773 ; 7 347 ; 27 ;9
V-04684;1184375;TSXV;Jabbo Capital Corp.;JAB.P; 958 500 ; 3 550 000 ;CPC;;BC;Canada;IPO/CPC;20201214;;;Y;;;;;;;;;;;;; 72 741 ; 19 676 ; 35 ;9
V-04570;1180325;TSXV;Jack Nathan Medical Corp.;JNH; 2 612 975 ; 87 099 159 ;Life Sciences;;ON;Canada;QT;20201006;;OTCQB;Y;;;;;;;;; Healthcare Services and Supplies ;;;; 7 823 529 ; 309 612 ; 797 ;10
V-01124;11243;TSXV;Jackpot Digital Inc.;JJ; 13 029 321 ; 186 133 163 ;Technology;Gaming;BC;Canada;;;;OTCQB;;;;;;;;;;;; Internet Software & Services ;; 27 181 411 ; 1 382 670 ; 1 219 ;11
V-01216;1056390;TSXV;Jade Leader Corp.;JADE; 1 021 234 ; 68 082 293 ;Mining;;AB;Canada;;;;;;;;;;;;;;;;;; 2 751 527 ; 70 883 ; 187 ;11
V-01732;19509;TSXV;Japan Gold Corp.;JG; 19 519 795 ; 278 854 217 ;Mining;;BC;Canada;RTO from NEX;20160919;;OTCQB;;;;;;;;;;;;;; 14 322 763 ; 1 331 061 ; 1 557 ;11
V-01558;1175655;TSXV;Jayden Resources Inc.;JDN; 2 340 714 ; 58 517 849 ;Mining;;BC;Canada;TSX Comedown;20151015;;OTCQB;;;;;;;;;;;;;; 1 442 420 ; 68 755 ; 167 ;11
V-01044;1023969;TSXV;Jemtec Inc.;JTC; 2 431 371 ; 2 794 679 ;Technology;;BC;Canada;;;;;;;;;;;;;;;; Hardware & Equipment ;; 128 118 ; 97 467 ; 102 ;11
V-04002;1154635;TSXV;Jericho Energy Ventures Inc.;JEV; 33 623 593 ; 280 196 610 ;Oil & Gas;;BC;Canada;IPO;20120529;;;;;;;;;;;;;;;; 4 389 945 ; 736 380 ; 1 453 ;11
V-04576;1183090;TSXV;Jervois Global Limited;JRV; 40 541 457 ; 2 702 763 785 ;Mining;;Australia;Australia/NZ/PNG;Other;20190621;ASX;OTCQB;;;;;;;;;;;;;; 64 933 576 ; 1 099 287 ; 1 767 ;11
V-04695;1184520;TSXV;Jesmond Capital Ltd.;JES.P; 424 805 ; 9 440 100 ;CPC;;AB;Canada;IPO/CPC;20210219;;;Y;;;;;;;;;;;;; 146 250 ; 7 734 ; 23 ;5
V-03129;1133635;TSXV;Jinhua Capital Corporation;JHC; 305 196 ; 61 039 192 ;Mining;;BC;Canada;QT from NEX;20230811;;;Y;;;;;;;;;;;;; 83 747 434 ; 941 881 ; 1 064 ;9
V-04990;1186805;TSXV;Jo-Jo Capital Canada Ltd.;JOJO.P; 737 888 ; 8 198 750 ;CPC;;ON;Canada;IPO/CPC;20231114;;;Y;;;;;;;;;;;;;;;;
V-02404;1109937;TSXV;Juggernaut Exploration Ltd.;JUGR; 10 048 616 ; 143 551 653 ;Mining;;BC;Canada;QT;20070927;;;Y;;;;;;;;;;;;; 37 670 721 ; 3 399 424 ; 3 357 ;11
V-04311;1177910;TSXV;Jura Energy Corporation;JEC; 1 381 527 ; 69 076 328 ;Oil & Gas;;AB;Canada;TSX Comedown;20160901;;;;;;;;;;;;;;;; 477 727 ; 17 402 ; 67 ;11
V-04886;1186395;TSXV;JVR Ventures Inc.;JVR.P; 150 000 ; 6 000 000 ;CPC;;BC;Canada;IPO/CPC;20220512;;;Y;;;;;;;;;;;;; 40 000 ; 2 200 ; 4 ;3
V-02715;1105900;TSXV;JZR Gold Inc.;JZR; 14 885 048 ; 54 127 449 ;Mining;;BC;Canada;IPO;20080129;;OTCQB;;;;;;;;;;;;;; 5 445 612 ; 1 112 173 ; 873 ;11
V-04033;1156380;TSXV;K2 Gold Corporation;KTO; 17 698 352 ; 126 416 800 ;Mining;;BC;Canada;IPO;20120723;;OTCQB;;;;;;;;;;;;;; 14 616 273 ; 1 602 893 ; 1 296 ;11
V-02951;1120547;TSXV;K9 Gold Corp.;KNC; 887 584 ; 10 442 169 ;Mining;;AB;Canada;QT;20110418;;;Y;;;;;;;;;;;;; 6 477 999 ; 290 738 ; 821 ;11
V-04670;1183575;TSXV;Kadestone Capital Corp.;KDSX; 47 397 529 ; 46 928 247 ;Real Estate;;BC;Canada;IPO;20201029;;OTCQB;;;;;;;;;;; Industrial/Office/Retail/Residential ;;; 720 502 ; 588 353 ; 252 ;11
V-04963;1186210;TSXV;Kalma Capital Corp.;KALM.P; 350 010 ; 7 000 200 ;CPC;;BC;Canada;IPO/CPC;20230623;;;Y;;;;;;;;;;;;; 52 000 ; 3 050 ; 7 ;4
V-04627;1183330;TSXV;Kalo Gold Corp.;KALO; 6 728 570 ; 192 244 856 ;Mining;;BC;Canada;QT;20210301;;;Y;;;;;;;;;;;;; 16 520 110 ; 487 213 ; 1 008 ;11
V-04647;1183550;TSXV;Kalon Acquisition Corp.;KAC.P; 215 600 ; 10 780 000 ;CPC;;BC;Canada;IPO/CPC;20200604;;;Y;;;;;;;;;;;;;;;;
V-01065;1090436;TSXV;Kane Biotech Inc.;KNE; 16 480 571 ; 131 844 567 ;Life Sciences;;MB;Canada;;;;OTCQB;Y;;;;;;;;; Biotechnology ;;;; 28 414 600 ; 3 550 961 ; 1 942 ;11
V-04489;1181876;TSXV;KAPA Gold Inc.;KAPA; 10 992 558 ; 75 810 744 ;Mining;;BC;Canada;QT;20220525;;;Y;;;;;;;;;;;;; 12 220 962 ; 919 030 ; 693 ;11
V-04385;1179250;TSXV;Katipult Technology Corp.;FUND; 715 231 ; 71 523 066 ;Technology;;BC;Canada;Other;20171115;;;;;;;;;;;;;; Fintech ;; 7 298 653 ; 185 894 ; 855 ;11
V-03015;1118618;TSXV;KDA Group Inc.;KDA; 47 708 806 ; 176 699 280 ;Industrial Products & Services;;QC;Canada;QT from NEX;20150115;;;Y;;;;;;;;;;;;; 18 603 694 ; 5 927 503 ; 3 896 ;11
V-04529;1180790;TSXV;Kelly Ventures Ltd.;KKL.P; 398 159 ; 4 191 150 ;CPC;;BC;Canada;IPO/CPC;20181221;;;Y;;;;;;;;;;;;; 81 701 ; 8 709 ; 17 ;4
V-04594;1183285;TSXV;Kenorland Minerals Ltd.;KLD; 81 618 006 ; 76 278 510 ;Mining;;BC;Canada;RTO;20210113;;OTCQX;;;;;;;;;;;;;; 8 351 651 ; 7 627 279 ; 6 275 ;11
V-01076;1024193;TSXV;Kermode Resources Ltd.;KLM; 318 909 ; 63 781 833 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 18 817 782 ; 172 301 ; 447 ;11
V-03907;1150190;TSXV;Kesselrun Resources Ltd.;KES; 3 292 514 ; 94 071 837 ;Mining;;ON;Canada;QT;20120725;;OTCQB;Y;;;;;;;;;;;;; 28 574 515 ; 1 557 307 ; 1 993 ;11
V-02658;1114295;TSXV;Kestrel Gold Inc.;KGC; 4 265 457 ; 106 636 436 ;Mining;;AB;Canada;QT;20100628;;;Y;;;;;;;;;;;;; 9 643 514 ; 311 353 ; 948 ;11
V-04899;1184935;TSXV;Kiboko Gold Inc.;KIB; 882 742 ; 44 137 093 ;Mining;;BC;Canada;IPO;20220629;;;;;;;;;;;;;;;; 7 841 584 ; 132 654 ; 282 ;11
V-04259;1174675;TSXV;Kidoz Inc.;KIDZ; 18 382 630 ; 131 304 499 ;Technology;;Anguilla;Latin America;Other;20150702;;;;;;;;Y;;;;;; Internet Software & Services ;; 1 876 109 ; 311 164 ; 722 ;11
V-02984;1118003;TSXV;Kincora Copper Limited;KCC; 9 091 235 ; 259 749 572 ;Mining;;BC;Canada;RTO;20110718;ASX;;;;;;;;;;;;;;; 7 645 496 ; 346 403 ; 497 ;11
V-04507;1180885;TSXV;Kingfisher Metals Corp.;KFR; 7 992 287 ; 43 201 553 ;Mining;;BC;Canada;QT;20210318;;OTCQB;Y;;;;;;;;;;;;; 12 476 661 ; 1 189 054 ; 1 534 ;11
V-02705;1116713;TSXV;Kingman Minerals Ltd.;KGS; 1 512 306 ; 12 602 550 ;Mining;;BC;Canada;QT;20090521;;OTCQB;Y;;;;;;;;;;;;; 1 804 621 ; 158 611 ; 299 ;11
V-02027;1049952;TSXV;Kingsmen Resources Ltd.;KNG; 9 806 966 ; 23 349 919 ;Mining;;BC;Canada;;;;;Y;;;;;;;;;;;;; 3 307 211 ; 1 049 106 ; 851 ;11
V-03984;1153780;TSXV;Kintavar Exploration Inc.;KTR; 1 285 571 ; 128 557 128 ;Mining;;QC;Canada;QT from NEX;20170403;;;Y;;;;;;;;;;;;; 12 708 141 ; 247 699 ; 396 ;11
V-00016;29623;TSXV;Kiplin Metals Inc.;KIP; 3 557 081 ; 13 422 949 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 7 608 595 ; 795 819 ; 1 615 ;11
V-02124;41452;TSXV;Kirkland Lake Discoveries Corp.;KLDC; 3 101 858 ; 88 624 522 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 10 556 392 ; 734 031 ; 902 ;11
V-01088;12471;TSXV;Klondike Gold Corp.;KG; 13 452 782 ; 206 965 881 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 19 672 196 ; 1 629 341 ; 1 568 ;11
V-02288;1105156;TSXV;Klondike Silver Corp.;KS; 5 377 642 ; 268 882 107 ;Mining;;BC;Canada;Other;20060417;;;;;;;;;;;;;;;; 35 604 486 ; 1 039 204 ; 1 904 ;11
V-04506;1181701;TSXV;Kobo Resources Inc.;KRI; 33 266 821 ; 102 359 450 ;Mining;;QC;Canada;QT;20230331;;;Y;;;;;;;;;;;;; 8 863 924 ; 2 923 188 ; 2 541 ;11
V-02217;38326;TSXV;Kodiak Copper Corp.;KDK; 31 126 752 ; 75 918 908 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 13 128 456 ; 6 342 275 ; 6 991 ;11
V-05011;1187230;TSXV;Kootenay Resources Inc.;KTRI; 1 971 677 ; 39 433 539 ;Mining;;BC;Canada;Other;20240501;;;;;;;;;;;;;;;; 2 902 215 ; 224 155 ; 953 ;7
V-01099;1059092;TSXV;Kootenay Silver Inc.;KTN; 66 548 054 ; 62 194 443 ;Mining;;BC;Canada;QT;20050314;;;Y;;;;;;;;;;;;; 23 593 736 ; 26 730 076 ; 22 776 ;11
V-00655;29225;TSXV;KORE Mining Ltd.;KORE; 6 072 791 ; 202 426 357 ;Mining;;BC;Canada;RTO;20181102;;OTCQB;;;;;;;;;;;;;; 15 585 904 ; 658 449 ; 1 026 ;11
V-01047;41266;TSXV;Koryx Copper Inc.;KRY; 69 846 707 ; 67 160 295 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 50 317 881 ; 13 517 573 ; 6 101 ;11
V-04748;1184550;TSXV;Kovo+ Holdings Inc.;KOVO; 5 325 268 ; 133 131 711 ;Life Sciences;;CO;USA;Other;20210604;;;;;;Evergreen;;;;;; Healthcare Technology ;;;; 4 789 490 ; 185 358 ; 275 ;11
V-04835;1185815;TSXV;KP3993 Resources Inc.;KPEN.P; 88 000 ; 8 800 000 ;CPC;;BC;Canada;IPO/CPC;20220117;;;Y;;;;;;;;;;;;; 46 006 ; 1 076 ; 14 ;6
V-03617;1119285;TSXV;Kraken Robotics Inc.;PNG; 611 743 329 ; 262 550 785 ;Technology;;NL;Canada;QT from NEX;20150224;;OTCQB;Y;Y;;;;;;;;;; Hardware & Equipment ;; 162 065 560 ; 224 947 902 ; 110 402 ;11
V-04862;1186305;TSXV;Kua Investments Inc.;KUAI.P; 125 000 ; 6 250 001 ;CPC;;BC;Canada;IPO/CPC;20220331;;;Y;;;;;;;;;;;;; 148 002 ; 7 965 ; 18 ;7
V-05005;1187920;TSXV;Kubera Gold Corp.;KBRA; 8 057 213 ; 19 183 840 ;Mining;;BC;Canada;IPO;20240313;;;;;;;;;;;;;;;; 9 717 ; 9 954 ; 15 ;6
V-01028;22572;TSXV;Kutcho Copper Corp.;KC; 15 102 153 ; 167 801 699 ;Mining;;BC;Canada;;;;OTCQX;;;;;;;;;;;;;; 14 059 183 ; 1 774 144 ; 2 317 ;11
V-04456;1180950;TSXV;KWESST Micro Systems Inc.;KWE; 2 950 445 ; 2 682 223 ;Technology;;BC;Canada;QT;20200922;NasdaqCM;;Y;;;;;;;;;;; Hardware & Equipment ;; 6 653 938 ; 5 552 494 ; 9 411 ;11
V-01386;24564;TSXV;Labrador Gold Corp.;LAB; 11 900 699 ; 170 009 979 ;Mining;;BC;Canada;;;;OTCQX;;;;;;;;;;;;;; 39 536 103 ; 4 089 905 ; 5 175 ;11
V-01106;1023991;TSXV;Labrador Resources Inc.;LTX; 740 164 ; 24 672 144 ;Oil & Gas;;AB;Canada;;;;;;;;;;;;;;;;;; 1 308 260 ; 42 849 ; 218 ;11
V-04870;1184505;TSXV;Lahontan Gold Corp.;LG; 8 248 916 ; 206 222 901 ;Mining;;BC;Canada;Other;20220413;;OTCQB;;;;;;;;;;;;;; 42 066 718 ; 2 571 372 ; 1 884 ;11
V-03957;1062173;TSXV;Lake Victoria Gold Ltd.;LVG; 18 152 035 ; 106 776 679 ;Mining;;ON;Canada;Other;20120222;;OTCQB;;;;;;;;;;;;;; 14 117 666 ; 2 575 428 ; 1 157 ;11
V-03816;1141630;TSXV;Lake Winn Resources Corp.;LWR; 625 736 ; 7 821 700 ;Mining;;BC;Canada;QT;20130524;;;Y;;;;;;;;;;;;; 11 587 557 ; 447 296 ; 442 ;11
V-01119;1065326;TSXV;Lanesborough Real Estate Investment Trust;LRT; 3 402 368 ; 680 473 620 ;Real Estate;;MB;Canada;TSX Comedown;20180601;;;;;;;;;;;;; Industrial/Office/Retail/Residential ;; Y ;;;;
V-01120;1098699;TSXV;Lara Exploration Ltd.;LRA; 69 692 454 ; 49 427 272 ;Mining;;BC;Canada;Other;20050530;;;;;;;;;;;;;;;; 6 823 249 ; 5 585 674 ; 1 952 ;11
V-04742;1184845;TSXV;Largo Physical Vanadium Corp.;VAND; 14 630 615 ; 16 816 799 ;Financial Services;Mining Services;ON;Canada;QT;20220927;;OTCQX;Y;;;;;;;;;;;;; 2 043 004 ; 2 068 654 ; 769 ;11
V-02310;1106967;TSXV;Latin Metals Inc.;LMS; 9 873 116 ; 109 701 284 ;Mining;;BC;Canada;RTO;20150622;;OTCQB;Y;;;;;;;;;;;;; 4 801 415 ; 436 967 ; 533 ;11
V-01127;1062275;TSXV;Laurion Mineral Exploration Inc.;LME; 98 458 165 ; 273 494 904 ;Mining;;ON;Canada;;;;;;Y;;;;;;;;;;;; 18 186 402 ; 7 507 976 ; 7 272 ;11
V-04871;1186170;TSXV;Lavras Gold Corp.;LGC; 120 706 025 ; 51 364 266 ;Mining;;ON;Canada;Other;20220412;;OTCQX;;Y;Y;;;;;;;;;;; 13 234 271 ; 22 804 972 ; 10 375 ;11
V-04863;1186090;TSXV;LDB Capital Corp.;LDB.P; 225 500 ; 4 100 002 ;CPC;;BC;Canada;IPO/CPC;20220322;;;Y;;;;;;;;;;;;; 335 000 ; 37 230 ; 30 ;9
V-03802;1145095;TSXV;Leading Edge Materials Corp.;LEM; 20 885 575 ; 232 061 949 ;Mining;;BC;Canada;QT;20160826;;OTCQB;Y;;;;;;;;;;;;; 6 828 911 ; 786 018 ; 1 583 ;11
V-04906;1186485;TSXV;Left Field Capital Corp.;LFC.P; 970 650 ; 3 595 000 ;CPC;;BC;Canada;IPO/CPC;20220721;;;Y;;;;;;;;;;;;; 92 000 ; 22 348 ; 29 ;9
V-04974;1187365;TSXV;Legacy Gold Mines Ltd.;LEGY; 15 480 060 ; 25 800 100 ;Mining;;AB;Canada;QT;20241008;;;Y;;;;;;;;;;;;; 205 894 ; 81 201 ; 71 ;5
V-01959;19348;TSXV;Legend Power Systems Inc.;LPS; 25 925 246 ; 132 949 977 ;Clean Technology & Renewable Energy;;BC;Canada;RTO;20080703;;OTCQB;;;;;;;Industrial Products & Services;Energy Efficiency;;;;;; 15 555 425 ; 3 120 730 ; 3 946 ;11
V-02990;1121870;TSXV;LeoNovus Inc.;LTV; 418 020 ; 20 900 996 ;Technology;Blockchain/Cryptocurrency;CA;USA;QT;20101105;;;Y;;;Palo Alto;;;;;;;; Blockchain/Cryptocurrency ;; 225 594 ; 12 557 ; 59 ;1
V-04629;1183195;TSXV;LevelJump Healthcare Corp.;JUMP; 4 824 236 ; 96 484 729 ;Life Sciences;;ON;Canada;QT;20201214;;;Y;;;;;;;;; Healthcare Technology ;;;; 1 926 452 ; 152 366 ; 212 ;5
V-04696;1184231;TSXV;Leviathan Gold Ltd.;LVX; 1 495 857 ; 19 944 764 ;Mining;;BC;Canada;Other;20210210;;OTCQB;;;;;;;;;;;;;; 4 523 175 ; 552 021 ; 1 387 ;11
V-02917;1119741;TSXV;Libero Copper & Gold Corporation;LBC; 20 117 976 ; 48 477 050 ;Mining;;BC;Canada;QT;20101001;;OTCQB;Y;;;;;;;;;;;;; 116 197 243 ; 12 673 982 ; 9 388 ;11
V-04130;1163680;TSXV;Liberty Defense Holdings, Ltd.;SCAN; 10 058 605 ; 16 764 341 ;Technology;;ON;Canada;QT from NEX;20190409;;OTCQB;Y;;;;;;;;;;; Hardware & Equipment ;; 45 487 333 ; 5 615 861 ; 4 539 ;11
V-04442;1178321;TSXV;Lifeist Wellness Inc.;LFST; 1 649 729 ; 36 660 636 ;Life Sciences;Cannabis;ON;Canada;Other;20180502;;;;;;;;;;;; Medical Marijuana ;;;; 72 368 787 ; 940 335 ; 2 832 ;11
V-04991;1187375;TSXV;Li-FT Power Ltd.;LIFT; 130 373 278 ; 42 745 337 ;Mining;;BC;Canada;Other;20231101;;;;Y;;;;;;;;;;;; 10 771 839 ; 40 557 725 ; 23 867 ;11
V-04591;1183055;TSXV;Limestone Boat Company Limited (The);BOAT; 598 327 ; 119 665 438 ;Consumer Products & Services;;ON;Canada;QT;20210304;;;Y;;;;;;;;Consumer Discretionary;;;;; 13 642 315 ; 167 384 ; 431 ;8
V-02515;1112263;TSXV;Lincoln Gold Mining Inc.;LMG; 2 979 872 ; 18 059 831 ;Mining;;BC;Canada;QT;20090821;;;Y;;;;;;;;;;;;; 3 600 944 ; 796 707 ; 613 ;11
V-02184;1003733;TSXV;Lion One Metals Limited;LIO; 80 463 697 ; 277 461 024 ;Mining;;BC;Canada;RTO from NEX;20110131;;OTCQX;;Y;;;;;;;;;;;; 76 398 482 ; 29 192 105 ; 20 854 ;11
V-01084;1084821;TSXV;Lion Rock Resources Inc.;ROAR; 5 652 272 ; 41 868 685 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 6 621 484 ; 1 030 012 ; 912 ;11
V-03675;1138435;TSXV;Lions Bay Capital Inc.;LBI; 3 552 646 ; 142 105 852 ;Financial Services;;Australia;Australia/NZ/PNG;QT from NEX;20171116;;;Y;;;;;;;;;;;;; 10 212 247 ; 220 283 ; 243 ;11
V-04320;1177337;TSXV;Lite Access Technologies Inc.;LTE; 6 546 940 ; 87 292 538 ;Technology;;BC;Canada;Other;20161213;;;;;;;;;;;;;; Hardware & Equipment ;;;;;
V-03725;1142290;TSXV;Lithium Chile Inc.;LITH; 132 049 700 ; 206 327 657 ;Mining;;AB;Canada;QT;20130610;;;Y;Y;;;;;;;;;;;; 31 658 173 ; 21 470 459 ; 12 484 ;11
V-03953;1150390;TSXV;Lithium Energi Exploration Inc.;LEXI; 5 947 277 ; 169 922 187 ;Mining;;ON;Canada;IPO;20120221;;OTCQB;;;;;;;;;;;;;; 2 423 640 ; 147 487 ; 611 ;11
V-04413;1180556;TSXV;Lithium Ion Energy Ltd.;ION; 2 428 641 ; 60 716 034 ;Mining;;ON;Canada;QT;20200831;;OTCQB;Y;;;;;;;;;;;;; 8 467 956 ; 616 360 ; 1 679 ;11
V-04721;1184670;TSXV;Lithium Ionic Corp.;LTH; 142 280 686 ; 158 972 833 ;Mining;;ON;Canada;QT;20220524;;OTCQX;Y;Y;;;;;;;;;;;; 99 479 820 ; 80 584 141 ; 43 479 ;11
V-03705;1129630;TSXV;Lithium One Metals Inc.;LONE; 1 243 367 ; 82 891 113 ;Mining;;BC;Canada;QT;20130204;;OTCQB;Y;;;;;;;;;;;;; 15 200 101 ; 479 466 ; 1 199 ;11
V-00807;1062304;TSXV;Lithium South Development Corporation;LIS; 11 032 537 ; 110 325 368 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 22 720 966 ; 7 933 295 ; 5 623 ;11
V-04872;1186055;TSXV;LithiumBank Resources Corp.;LBNK; 14 216 638 ; 49 882 939 ;Mining;;BC;Canada;Other;20220401;;OTCQX;;;;;;;;;;;;;; 7 824 678 ; 5 403 778 ; 4 158 ;11
V-04796;1185410;TSXV;Little Fish Acquisition I Corp.;LILL.P; 171 680 ; 4 292 000 ;CPC;;BC;Canada;IPO/CPC;20211006;;;Y;;;;;;;;;;;;; 83 439 ; 3 282 ; 19 ;9
V-04983;1187420;TSXV;LNG Energy Group Corp.;LNGE; 17 108 787 ; 155 534 426 ;Oil & Gas;;ON;Canada;Other;20230912;;OTCQB;;;;;;;;;;;;;; 9 266 472 ; 1 761 248 ; 2 078 ;11
V-01872;1023965;TSXV;Lode Gold Resources Inc.;LOD; 6 465 605 ; 38 032 970 ;Mining;;ON;Canada;;;;OTCQB;;;;;;;;;;;;;; 23 636 550 ; 695 471 ; 1 020 ;11
V-04158;1166601;TSXV;Lodestar Metals Corp.;LSTR; 886 730 ; 44 336 500 ;Mining;;BC;Canada;QT from NEX;20210305;;OTCQB;Y;;;;;;;;;;;;; 9 293 262 ; 207 910 ; 424 ;11
V-04970;1187405;TSXV;Logan Energy Corp.;LGN; 419 214 406 ; 534 031 090 ;Oil & Gas;;AB;Canada;Other;20230718;;;;Y;;;;;;;;;;;; 50 973 091 ; 43 043 343 ; 12 953 ;11
V-04620;1183050;TSXV;Logica Ventures Corp.;LOG.P; 338 083 ; 13 523 334 ;CPC;;ON;Canada;IPO/CPC;20191219;;;Y;;;;;;;;;;;;; 789 700 ; 26 349 ; 61 ;10
V-5036;1188420;TSXV;Lombard Street Capital Corp.;LSC.P; 6 050 526 ; 50 421 053 ;CPC;;ON;Canada;IPO/CPC;20241128;;;Y;;;;;;;;;;;;; 66 333 ; 8 500 ; 5 ;1
V-01150;19485;TSXV;Lomiko Metals Inc.;LMR; 5 586 216 ; 42 970 894 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 106 773 667 ; 4 209 299 ; 5 530 ;11
V-03961;1148750;TSXV;Lorne Park Capital Partners Inc.;LPC; 76 515 005 ; 54 653 575 ;Financial Services;;ON;Canada;QT;20131107;;;Y;;;;;;;;;;;;; 149 164 ; 185 880 ; 88 ;10
V-00749;39153;TSXV;Los Andes Copper Limited;LA; 221 519 805 ; 29 535 974 ;Mining;;Chile;Latin America;;;;OTCQX;;Y;;;;;;;;;;;; 721 892 ; 7 110 225 ; 2 160 ;11
V-00489;1060776;TSXV;LQWD Technologies Corp.;LQWD; 27 949 077 ; 18 632 718 ;Technology;Blockchain/Cryptocurrency;BC;Canada;RTO;20210609;;OTCQB;;;;;;;;;;;; Fintech ;; 2 626 991 ; 2 797 384 ; 2 780 ;11
V-03745;1144260;TSXV;LSL Pharma Group Inc.;LSL; 47 368 397 ; 115 532 676 ;Life Sciences;;QC;Canada;RTO from NEX;20230301;;;Y;;;;;;;;; Pharmaceuticals ;;;; 7 077 127 ; 3 196 507 ; 1 896 ;11
V-01809;37278;TSXV;Luca Mining Corp.;LUCA; 109 110 896 ; 198 383 448 ;Mining;;BC;Canada;;;;OTCQX;;;;;;;;;;;;;; 75 275 160 ; 37 135 172 ; 18 192 ;11
V-00063;1023729;TSXV;Lucero Energy Corp.;LOU; 255 065 706 ; 637 664 266 ;Oil & Gas;;AB;Canada;;;;OTCQB;;Y;Y;;;;;;;;;;; 51 755 611 ; 31 637 502 ; 4 833 ;11
V-02988;1122256;TSXV;Lucky Minerals Inc.;LKY; 1 011 270 ; 202 254 083 ;Mining;;BC;Canada;Other;20090615;;;;;;;;;;;;;;;;;;;
V-01438;13121;TSXV;Lumina Gold Corp.;LUM; 212 776 443 ; 417 208 712 ;Mining;;BC;Canada;;;;OTCQB;;Y;;;;;;;;;;;; 23 707 913 ; 12 523 220 ; 8 699 ;11
V-04948;1187045;TSXV;Lumine Group Inc.;LMN; 10 906 366 490 ; 256 620 388 ;Technology;;ON;Canada;Other;20230324;;;;Y;;;;;;;;;; Investment Company ;; 11 918 664 ; 421 757 543 ; 78 696 ;11
V-04239;1173135;TSXV;Lupaka Gold Corp.;LPK; 1 431 806 ; 22 027 784 ;Mining;;BC;Canada;TSX Comedown;20150218;;;;;;;;;;;;;;;; 955 302 ; 51 616 ; 129 ;11
V-02419;1107427;TSXV;Lycos Energy Inc.;LCX; 147 467 953 ; 53 237 528 ;Oil & Gas;;AB;Canada;QT;20081106;;;Y;Y;;;;;;;;;;;; 10 240 111 ; 33 978 576 ; 7 412 ;11
V-04935;1186545;TSXV;M3 Capital Corp.;MCT.P; 624 800 ; 15 620 000 ;CPC;;MB;Canada;IPO/CPC;20221212;;;Y;;;;;;;;;;;;; 920 494 ; 50 157 ; 78 ;9
V-02708;1115735;TSXV;M3 Metals Corp.;MT; 2 157 692 ; 10 274 724 ;Mining;;BC;Canada;QT;20100820;;;Y;;;;;;;;;;;;; 328 791 ; 93 101 ; 151 ;11
